sample_id	reads_path	reads_path2
MLFH041220200212	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-83_S563_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-83_S563_L006_2P_dedup.fq.gz
MLFH541220200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-04_S580_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-04_S580_L007_2P_dedup.fq.gz
MLFH541120190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-10_S586_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-10_S586_L007_2P_dedup.fq.gz
MLFH541220200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-11_S587_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-11_S587_L007_2P_dedup.fq.gz
MLFH541120190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-17_S593_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-17_S593_L007_2P_dedup.fq.gz
MLFH541120190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-24_S600_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-24_S600_L007_2P_dedup.fq.gz
MLFH541220190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-31_S607_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-31_S607_L007_2P_dedup.fq.gz
MLFH541220190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-38_S614_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-38_S614_L007_2P_dedup.fq.gz
MLFH541120200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-45_S621_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-45_S621_L007_2P_dedup.fq.gz
MLFH541120200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-51_S627_L007_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-07-51_S627_L007_2P_dedup.fq.gz
