chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr3,21306535,1,2,1,smallindel,"nonsnp,smallindel",bio15,10.387816515539782,2,0.0714139667424288,3_promoter,promoter,AT3G57550,GK-2,Guanylate kinase 2 (AtGK2) (EC 2.7.4.8) (GMP kinase 2),,+,True,AT3G57550,188,Chr3_9681,AT3G57550,False,True,357.0,bio15
Chr4,8279304,1,597,596,sv,"nonsnp,sv",bio15,10.3760440614685,1,0.0511282628232782,3_promoter,promoter,AT4G14368,AT4G14368,Regulator of chromosome condensation (RCC1) family protein,,-,False,AT4G14370,337,Chr4_3755,AT4G14370,True,False,,
Chr5,18295274,1,3,2,smallindel,"nonsnp,smallindel",bio15,10.346369570557377,1,0.0607900348576632,3_promoter,promoter,AT5G45210,AT5G45210,Disease resistance protein (TIR-NBS-LRR class) family,defense,+,False,AT5G45210,247,Chr5_8850,,False,False,,
Chr4,6017308,21,1,20,smallindel,"nonsnp,smallindel",bio1,10.319805590837516,4,0.0931900414553555,3_promoter,promoter,AT4G09490,AT4G09490,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein",,-,True,AT4G09490,733,Chr4_2065,AT4G09500,True,False,,
Chr5,12566156,2,1,1,smallindel,"nonsnp,smallindel",bio1,10.28607829839007,5,0.0882900953292846,3_promoter,promoter,AT5G33300,AT5G33300,Uncharacterized protein,,-,False,AT5G33300,399,Chr5_5726,AT5G33300,False,False,,
Chr3,9915066,1,2,1,smallindel,"nonsnp,smallindel",bio15,10.237164446568514,1,0.1145631833509965,3_promoter,promoter,AT3G26900,SKL1,"Probable inactive shikimate kinase like 1, chloroplastic (AtSKL1)",,-,False,AT3G26910,45,Chr3_5285,AT3G26900;AT3G26910,False,False,,
Chr5,19515463,1,2,1,smallindel,"nonsnp,smallindel",bio15,10.231927651118584,1,0.1898418990048495,3_promoter,promoter,AT5G48120,MMS19,MMS19 nucleotide excision repair protein homolog (MET18 homolog) (MMS19-like protein),defense,-,False,AT5G48120,609,Chr5_9734,AT5G48130,True,False,,
Chr5,24016812,1,2,1,smallindel,"nonsnp,smallindel",bio15,10.21376963953857,1,0.203838131644509,3_promoter,promoter,AT5G59613,ATP6,"ATP synthase small subunit 6-B, mitochondrial (AtMtATP6) (MtATP6) (ATP synthase 6 kDa subunit, mitochondrial)","temperature,water,oxidative",-,False,AT5G59613,202,Chr5_12456,AT5G59613;AT5G59616;AT5G59650;AT5G59660;AT5G59662;AT5G59670,False,True,12.0,bio15
Chr1,15652597,1,23,22,smallindel,"nonsnp,smallindel",bio15,10.17937333783222,1,0.0533005107532848,3_promoter,promoter,AT1G41880,RPL35AB,Large ribosomal subunit protein eL33z (60S ribosomal protein L35a-2),,-,False,AT1G41880,55,Chr1_7238,AT1G41880,False,False,,
Chr2,7472274,5,5,0,snp,"nonsnp,smallindel",bio15,10.154169349319696,1,0.0667234334078702,3_promoter,promoter,AT2G17160,AT2G17160,Interleukin-1 receptor-associated kinase 4 protein,,+,False,AT2G17160,476,Chr2_2232,AT2G17150;AT2G17160,False,False,,
Chr4,7011705,1225,61,1164,sv,"nonsnp,sv",pc1,10.153966621417808,6,0.117745887149464,3_promoter,promoter,AT4G11600,GPX6,"Probable phospholipid hydroperoxide glutathione peroxidase 6, mitochondrial (AtGPX1) (PHGPx) (EC 1.11.1.12)",oxidative,-,True,AT4G11600,330,Chr4_2749,AT4G11600;AT4G11610,False,True,8.0,"bio1,bio11,bio6,pc1"
Chr3,6776061,1,36,35,smallindel,"nonsnp,smallindel",bio15,10.152685829764462,1,0.0953150012276389,3_promoter,promoter,AT3G19530,AT3G19530,Uncharacterized protein,,-,False,AT3G19530,213,Chr3_3300,AT3G19515;AT3G19520;AT3G19530,False,True,65.0,bio15
Chr1,5929272,374,1,373,sv,"nonsnp,sv",bio15,10.047844771320078,2,0.058862875808369,3_promoter,promoter,AT1G17310,AGL100,MADS-box transcription factor family protein,,-,False,AT1G17330,264,Chr1_3034,,False,True,235.0,bio15
Chr5,16635318,1,4,3,smallindel,"nonsnp,smallindel",bio15,10.037447720178886,1,0.0970395261591131,3_promoter,promoter,AT5G41600,RTNLB4,Reticulon-like protein B4 (AtRTNLB4) (VirB2-interacting protein 3),defense,+,False,AT5G41600,812,Chr5_7405,,False,True,2.0,bio15
Chr5,1761228,1,3,2,smallindel,"nonsnp,smallindel",bio15,10.033704621002324,1,0.0701261867176402,3_promoter,promoter,AT5G05840,BDR6,"Replication factor C subunit, putative (DUF620)",,-,False,AT5G05840,562,Chr5_1104,AT5G05850,True,True,4.0,bio15
Chr3,12358067,1,2,1,smallindel,"nonsnp,smallindel",bio10,10.028791488638,1,0.3445866541428999,3_promoter,promoter,AT3G30730,AT3G30730,Uncharacterized protein,,-,False,AT3G30730,468,Chr3_6217,AT3G30730,False,True,50.0,"bio1,bio10"
Chr5,1029991,1,2,1,smallindel,"nonsnp,smallindel",bio15,10.014333574271708,1,0.2841128652746027,3_promoter,promoter,AT5G03850,RPS28A; RPS28B,Small ribosomal subunit protein eS28z/eS28y (40S ribosomal protein S28-1),,-,False,AT5G03850,870,Chr5_778,AT5G03850;AT5G03860,False,True,226.0,bio15
Chr4,8306192,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.87518215425332,1,0.0557909228584983,3_promoter,promoter,AT4G14430,ECI2,"Enoyl-CoA delta isomerase 2, peroxisomal (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl CoA isomerase 2) (AtECI2) (Indole-3-butyric acid response 10)",,-,True,AT4G14430,487,Chr4_3792,AT4G14430;AT4G14440,False,True,36.0,bio15
Chr3,8074451,1,11,10,smallindel,"nonsnp,smallindel",bio15,9.870742398435985,1,0.060757273977453,3_promoter,promoter,AT3G22820,EPFL5,EPIDERMAL PATTERNING FACTOR-like protein 5 (EPF-like protein 5) [Cleaved into: CHALLAH-LIKE1],water,-,True,AT3G22820,313,Chr3_3955,AT3G22820,False,False,,
Chr1,1692992,3,3,0,snp,"nonsnp,smallindel",bio15,9.86742732300902,1,0.1399991620670665,3_promoter,promoter,AT1G05650,AT1G05650,Pectin lyase-like superfamily protein,,-,False,AT1G05650,866,Chr1_886,AT1G05650,False,False,,
Chr2,9892039,1,2,1,smallindel,"nonsnp,smallindel",bio10,9.858275797877049,3,0.3987314050847833,3_promoter,promoter,AT2G23230,TPS05,Putative terpenoid synthase 5 (AtTPS05) (EC 4.2.3.-),,+,True,AT2G23230,677,Chr2_3418,AT2G23230,False,True,148.0,"bio1,bio10,bio5"
Chr5,22680305,1,5,4,smallindel,"nonsnp,smallindel",bio15,9.852706198453127,1,0.054123277013952,3_promoter,promoter,AT5G56000,HSP90-4,Heat shock protein 90-4 (AtHSP90.4) (AtHsp90-4) (Heat shock protein 81-4) (Hsp81-4),temperature,-,True,AT5G56000,153,Chr5_11669,AT5G56000;AT5G56010,False,False,,
Chr1,20397367,2,1,1,smallindel,"nonsnp,smallindel",bio15,9.812911689273424,1,0.0876732631163163,3_promoter,promoter,AT1G54610,AT1G54610,Probable serine/threonine-protein kinase At1g54610 (EC 2.7.11.1),,-,False,AT1G54610,172,Chr1_9381,AT1G54610,False,False,,
Chr4,10577223,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.804987158526806,1,0.2251631129871715,3_promoter,promoter,AT4G19390,AT4G19390,Transmembrane protein,,-,False,AT4G19390,795,Chr4_5357,AT4G19390,False,True,151.0,bio15
Chr1,19771531,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.756562633611368,1,0.0798134912144054,3_promoter,promoter,AT1G53050,AT1G53050,Putative cell division-related protein,,+,True,AT1G53050,514,Chr1_9019,AT1G53050,False,True,176.0,bio15
Chr4,11269398,2,2,0,snp,"nonsnp,smallindel",bio15,9.74507001649141,1,0.0607770356264981,3_promoter,promoter,AT4G21120,CAT1,Cationic amino acid transporter 1 (Amino acid transporter 1),defense,+,False,AT4G21110,439,Chr4_5777,AT4G21120,False,True,9.0,bio15
Chr4,7083814,6,1,5,smallindel,"nonsnp,smallindel",bio6,9.728653423497803,3,0.0925682566382668,3_promoter,promoter,AT4G11770,AT4G11770,Putative F-box/kelch-repeat protein At4g11770,,-,True,AT4G11770,345,Chr4_2812,AT4G11770,False,True,67.0,"bio11,bio15,bio6,pc1"
Chr2,10036727,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.72227219604567,1,0.08823547038165,3_promoter,promoter,AT2G23590,MES8,Methylesterase 8 (AtMES8) (EC 3.1.1.-),defense,-,True,AT2G23590,727,Chr2_3499,AT2G23590,False,False,,
Chr4,7195853,1,3,2,smallindel,"nonsnp,smallindel",bio3,9.654182744307375,1,0.1285014044154774,3_promoter,promoter,AT4G12000,AT4G12000,SNARE associated Golgi protein family,oxidative,-,True,AT4G12005,694,Chr4_2921,AT4G12000;AT4G12005,False,True,133.0,bio3
Chr5,14997088,21,1,20,smallindel,"nonsnp,smallindel",bio15,9.593345126324207,1,0.0504998781464316,3_promoter,promoter,AT5G37760,AT5G37760,Chaperone DnaJ-domain superfamily protein,,+,False,AT5G37750,42,Chr5_6397,AT5G37750;AT5G37760,False,True,486.0,bio15
Chr2,19309838,2,488,486,sv,"nonsnp,sv",bio15,9.592534303286849,2,0.0527750253677368,3_promoter,promoter,AT2G46995,AT2G46995,Uncharacterized protein,,-,False,AT2G47000,29,Chr2_8310,AT2G46930,True,False,,
Chr3,8275703,2,1,1,smallindel,"nonsnp,smallindel",bio15,9.583254515637268,3,0.1798309737985784,3_promoter,promoter,AT3G23175,AT3G23175,HR-like lesion-inducing protein-like protein,,-,True,AT3G23175,233,Chr3_4088,AT3G23172;AT3G23175;AT3G23180;AT3G23190,False,False,,
Chr1,29387393,1,4,3,smallindel,"nonsnp,smallindel",bio1,9.581466051267162,5,0.0948461619290438,3_promoter,promoter,AT1G78100,AUF1,F-box protein AUF1 (F-box protein At1g78100) (Protein AUXIN UP-REGULATED F-BOX PROTEIN 1),,+,False,AT1G78100,402,Chr1_15338,AT1G78100;AT1G78110,False,True,14.0,bio5
Chr3,10942169,4,1,3,smallindel,"nonsnp,smallindel",bio15,9.523216868202086,3,0.070738136768341,3_promoter,promoter,AT3G28920,ZHD9,Zinc-finger homeodomain protein 9 (AtZHD9) (Homeobox protein 34) (AtHB-34),,-,True,AT3G28920,336,Chr3_5896,AT3G28920,False,True,5.0,"bio1,bio15"
Chr5,8160396,2,2,0,snp,"nonsnp,smallindel",bio15,9.518872653301298,1,0.1232547760009765,3_promoter,promoter,AT5G24120,SIGE,"RNA polymerase sigma factor sigE, chloroplastic/mitochondrial (Sigma factor E) (Sigma-E) (RNA polymerase sigma factor sig5) (Atsig5) (Sigma factor 5)","water,light,defense",-,False,AT5G24120,167,Chr5_4219,AT5G24110;AT5G24120,False,True,33.0,bio15
Chr5,23985333,2,2,0,snp,"nonsnp,smallindel",bio15,9.44137384384237,1,0.0798842256719415,3_promoter,promoter,AT5G59490,AT5G59490,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,,-,False,AT5G59500,595,Chr5_12424,,False,False,,
Chr1,4604383,1,3,2,smallindel,"nonsnp,smallindel",bio15,9.413272297455675,1,0.260976487940008,3_promoter,promoter,AT1G13420,SOT8,Cytosolic sulfotransferase 8 (AtSOT8) (EC 2.8.2.-) (Sulfotransferase 4b) (AtST4b),,+,False,AT1G13420,458,Chr1_2341,AT1G13410;AT1G13420;AT1G13430,False,True,5.0,"bio1,bio11,bio15"
Chr3,1031018,1,5,4,smallindel,"nonsnp,smallindel",bio15,9.318941207470308,1,0.0836160453883084,3_promoter,promoter,AT3G03970,SINE2,Protein SINE2,defense,-,False,AT3G03970,413,Chr3_561,AT3G03970,False,False,,
Chr5,7758065,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.309446111142467,1,0.0711960792541503,3_promoter,promoter,AT5G23110,MYJ24.15,"Zinc finger, C3HC4 type (RING finger) family protein",,+,True,AT5G23110,242,Chr5_3936,AT5G23110;AT5G23120,False,False,,
Chr1,8549267,1,2,1,smallindel,"nonsnp,smallindel",bio10,9.289874579896685,1,0.3607474023645574,3_promoter,promoter,AT1G24150,FH4,Formin-like protein 4 (AtFH4) (AtFORMIN-4),defense,+,False,AT1G24150,251,Chr1_4566,,False,True,21.0,bio10
Chr5,507788,3,1,2,smallindel,"nonsnp,smallindel",bio8,9.275930842521468,1,0.10595026883212,3_promoter,promoter,AT5G02380,MT2B,Metallothionein-like protein 2B (MT-2B),oxidative,-,False,AT5G02370,544,Chr5_317,,False,False,,
Chr3,21527416,3,1,2,smallindel,"nonsnp,smallindel",bio15,9.25686527508488,1,0.0523266683925281,3_promoter,promoter,AT3G58130,AT3G58130,N-acetylglucosaminylphosphatidylinositol deacetylase (EC 3.5.1.89),,+,False,AT3G58130,222,Chr3_9799,AT3G58110;AT3G58120;AT3G58130;AT3G58140,False,False,,
Chr4,14741994,72,1,71,sv,"nonsnp,sv",bio10,9.19402344739576,2,0.0548947995359247,3_promoter,promoter,AT4G30150,AT4G30150,Urb2/Npa2 family protein,,+,False,AT4G30150,387,Chr4_7532,AT4G30150,False,False,,
Chr1,4603866,2,2,0,snp,"nonsnp,smallindel",bio1,9.161242544151351,3,0.0647508231076327,3_promoter,promoter,AT1G13420,SOT8,Cytosolic sulfotransferase 8 (AtSOT8) (EC 2.8.2.-) (Sulfotransferase 4b) (AtST4b),,+,False,AT1G13410,568,Chr1_2341,AT1G13410;AT1G13420;AT1G13430,False,True,369.0,"bio1,bio11,bio15"
Chr1,19408706,1,11,10,smallindel,"nonsnp,smallindel",bio1,9.131909214484384,3,0.1344988996332342,3_promoter,promoter,AT1G52140,AT1G52140,Avr9/Cf-9 rapidly elicited protein,,-,False,AT1G52140,452,Chr1_8805,AT1G52140,False,True,30.0,"bio1,bio10,bio5"
Chr2,17262984,1,2,1,smallindel,"nonsnp,smallindel",bio11,9.12299306503104,4,0.1138878844001076,3_promoter,promoter,AT2G41410,CML35,Probable calcium-binding protein CML35 (Calmodulin-like protein 1) (Calmodulin-like protein 35),calcium,-,False,AT2G41410,100,Chr2_7314,AT2G41410;AT2G41415;AT2G41420,False,False,,
Chr2,8085119,1,3,2,smallindel,"nonsnp,smallindel",bio15,9.06276290660294,1,0.0562072992324829,3_promoter,promoter,AT2G18640,GGPP4,"Geranylgeranyl pyrophosphate synthase 4 (GGPP synthase 4) (GGPS4) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 4) (EC 2.5.1.10) (Dimethylallyltranstransferase 4) (EC 2.5.1.1) (Farnesyl diphosphate synthase 4) (Farnesyltranstransferase 4) (Geranylgeranyl diphosphate synthase 4) (EC 2.5.1.29) (Geranyltranstransferase 4)",,-,False,AT2G18640,231,Chr2_2558,AT2G18490;AT2G18500;AT2G18510;AT2G18520;AT2G18530;AT2G18540;AT2G18550;AT2G18560;AT2G18570;AT2G18590;AT2G18600;AT2G18610;AT2G18620;AT2G18630;AT2G18640;AT2G18650;AT2G18660;AT2G18670;AT2G18680;AT2G18690;AT2G18700;AT2G18710;AT2G18720;AT2G18721;AT2G18730,False,False,,
Chr5,26056625,2,1,1,smallindel,"nonsnp,smallindel",bio1,9.040182120360951,2,0.1774622960524125,3_promoter,promoter,AT5G65210,TGA1,Transcription factor TGA1 (DNA-binding protein TGA1a-like protein) (bZIP transcription factor 47) (AtbZIP47),"flowering,defense",+,False,AT5G65210,997,Chr5_13530,,False,False,,
Chr1,4719705,2,1,1,smallindel,"nonsnp,smallindel",bio3,9.035889283103996,3,0.0937924168326638,3_promoter,promoter,AT1G13755,AT1G13755,Defensin-like protein 260,,-,False,AT1G13755,351,Chr1_2384,AT1G13750;AT1G13755;AT1G13760,False,True,424.0,"bio3,pc1"
Chr2,6809686,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.029048131374983,1,0.1337429826909845,3_promoter,promoter,AT2G15620,NIR1,"Ferredoxin--nitrite reductase, chloroplastic (NiR) (EC 1.7.7.1)",,+,True,AT2G15620,790,Chr2_1897,AT2G15610,True,True,94.0,bio15
Chr5,23177224,2,8,6,smallindel,"nonsnp,smallindel",bio1,9.013257808458258,4,0.097637577490373,3_promoter,promoter,AT5G57200,AT5G57200,Putative clathrin assembly protein At5g57200,,+,False,AT5G57200,471,Chr5_11974,,False,True,4.0,"bio1,bio15"
Chr2,19625458,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.003483804400977,1,0.2403531291268088,3_promoter,promoter,AT2G47960,TRAPPC13,Trafficking protein particle complex subunit-like protein,,+,False,AT2G47960,156,Chr2_8496,AT2G47960,False,True,339.0,bio15
Chr2,12591441,7,1,6,smallindel,"nonsnp,smallindel",bio15,8.988808993158287,1,0.0588944825259122,3_promoter,promoter,AT2G29320,AT2G29320,Tropinone reductase homolog At2g29320 (EC 1.1.1.-),,+,False,AT2G29310,78,Chr2_4982,AT2G29310,True,False,,
Chr2,10749317,20,1,19,smallindel,"nonsnp,smallindel",bio10,8.985411232129813,2,0.2499892928383567,3_promoter,promoter,AT2G25230,MYB100,Myb domain protein 100,water,-,True,AT2G25230,850,Chr2_3928,AT2G25230;AT2G25240;AT2G25250;AT2G25260,False,False,,
Chr3,19243848,2,2,0,snp,"nonsnp,smallindel",bio6,8.978318635066794,3,0.081943387334997,3_promoter,promoter,AT3G51870,EAAC,"Probable envelope ADP,ATP carrier protein, chloroplastic (Envelope ADP/ATP translocase)",defense,+,False,AT3G51870,101,Chr3_8600,AT3G51860;AT3G51870;AT3G51880;AT3G51890;AT3G51895,False,False,,
Chr1,2856189,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.976710316765606,1,0.3019168376922607,3_promoter,promoter,AT1G08910,PIAL1,E4 SUMO-protein ligase PIAL1 (EC 2.3.2.-) (Protein EMBRYO DEFECTIVE 3001) (Protein INHIBITOR OF ACTIVATED STAT-LIKE 1),"water,defense",+,False,AT1G08910,38,Chr1_1415,AT1G08900;AT1G08910,False,True,63.0,bio15
Chr5,23204156,1,3,2,smallindel,"nonsnp,smallindel",bio10,8.973272328998169,1,0.3339538140730424,3_promoter,promoter,AT5G57270,MJB24.8,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",temperature,-,False,AT5G57280,305,Chr5_12002,,False,False,,
Chr2,12557749,10,1,9,smallindel,"nonsnp,smallindel",bio15,8.952460347740992,1,0.1091348474675958,3_promoter,promoter,AT2G29210,AT2G29210,Splicing factor PWI domain-containing protein,,+,False,AT2G29210,293,Chr2_4974,AT2G29190;AT2G29200;AT2G29210,False,True,24.0,bio15
Chr3,12358311,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.937054361167721,1,0.2642050439661199,3_promoter,promoter,AT3G30730,AT3G30730,Uncharacterized protein,,-,True,AT3G30730,712,Chr3_6217,AT3G30730,False,True,294.0,"bio1,bio10"
Chr5,14991588,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.935292575246516,1,0.0715878714214671,3_promoter,promoter,AT5G37740,CAR1,Protein C2-DOMAIN ABA-RELATED 1,"water,calcium",+,False,AT5G37740,416,Chr5_6387,,False,False,,
Chr2,5906478,1,24,23,smallindel,"nonsnp,smallindel",bio15,8.933469187194747,1,0.0996611443432894,3_promoter,promoter,AT2G14045,AT2G14045,c-Myc-binding protein,,+,False,AT2G14045,72,Chr2_1582,,False,True,228.0,bio15
Chr5,23974119,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.87359043403245,1,0.0676026994531804,3_promoter,promoter,AT5G59450,SCL11,Scarecrow-like protein 11 (AtSCL11) (GRAS family protein 31) (AtGRAS-31),,+,False,AT5G59450,549,Chr5_12413,AT5G59440,True,False,,
Chr4,7071036,1,17,16,smallindel,"nonsnp,smallindel",bio6,8.85543957081387,3,0.0996448451822454,3_promoter,promoter,AT4G11740,PUX8,Plant UBX domain-containing protein 8 (PUX8) (Ara4-interacting protein) (Suppressor of ARA4-induced defect of ypt1) (SAY1),,+,False,AT4G11730,68,Chr4_2798,AT4G11730;AT4G11740,False,True,5.0,"bio11,bio6,pc1"
Chr1,16222814,6,1,5,smallindel,"nonsnp,smallindel",bio15,8.845454714209529,2,0.0526757348667491,3_promoter,promoter,AT1G43100,AT1G43100,Pectin lyase-like superfamily protein,,-,False,AT1G43100,341,Chr1_7296,AT1G43080;AT1G43090;AT1G43100;AT1G43130,False,True,10.0,"bio15,pc1"
Chr1,21035104,2,2,0,snp,"nonsnp,smallindel",bio15,8.82956863776055,1,0.0502011234110051,3_promoter,promoter,AT1G56210,HIPP35,Heavy metal-associated isoprenylated plant protein 35 (AtHIP35),,+,False,AT1G56210,513,Chr1_9630,,False,True,693.0,bio15
Chr3,6761052,5,1,4,smallindel,"nonsnp,smallindel",bio15,8.826811777827178,1,0.0988755009391091,3_promoter,promoter,AT3G19500,BHLH113,Transcription factor bHLH113 (Basic helix-loop-helix protein 113) (AtbHLH113) (bHLH 113) (Transcription factor EN 61) (bHLH transcription factor bHLH113),,-,False,AT3G19500,113,Chr3_3297,AT3G19500,False,True,14.0,bio15
Chr4,18201969,3,2,1,smallindel,"nonsnp,smallindel",bio3,8.824422039637975,1,0.3075718879699707,3_promoter,promoter,AT4G39060,AT4G39060,LOW protein: coatomer subunit alpha-1-like protein,,+,True,AT4G39060,636,Chr4_9123,AT4G39050;AT4G39060,False,True,19.0,bio3
Chr1,4329219,43,1,42,smallindel,"nonsnp,smallindel",bio15,8.824016952757155,1,0.2124864621595903,3_promoter,promoter,AT1G12710,P2A12,F-box protein PP2-A12 (Protein PHLOEM PROTEIN 2-LIKE A12) (AtPP2-A12),,-,True,AT1G12710,738,Chr1_2160,AT1G12730,True,False,,
Chr1,19610530,1,19,18,smallindel,"nonsnp,smallindel",bio1,8.80985130035876,3,0.1766686547886241,3_promoter,promoter,AT1G52640,AT1G52640,"Pentatricopeptide repeat-containing protein At1g52640, mitochondrial",,-,False,AT1G52640,78,Chr1_8922,AT1G52630;AT1G52640,False,False,,
Chr1,4461656,16,1,15,smallindel,"nonsnp,smallindel",bio1,8.808307479422467,2,0.0570561560717496,3_promoter,promoter,AT1G13090,CYP71B28,Cytochrome P450 71B28 (EC 1.14.-.-),temperature,+,False,AT1G13090,135,Chr1_2248,AT1G13090,False,True,463.0,"bio1,bio10"
Chr3,2092282,3,4,1,smallindel,"nonsnp,smallindel",bio8,8.807580881646446,1,0.1024096228859641,3_promoter,promoter,AT3G66656,AGL91,MADS-box family protein,,-,True,AT3G66656,484,Chr3_1105,AT3G66654;AT3G66656,False,False,,
Chr5,3482906,15,1,14,smallindel,"nonsnp,smallindel",bio15,8.792413126505553,1,0.0517606084997003,3_promoter,promoter,AT5G11010,AT5G11010,Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9 homolog),defense,+,False,AT5G11010,784,Chr5_1792,,False,True,1.0,bio15
Chr4,9336209,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.76877011446688,1,0.0522169470787048,3_promoter,promoter,AT4G16566,HINT4,Bifunctional adenosine 5'-phosphosulfate phosphorylase/adenylylsulfatase HINT4 (APS phosphorylase) (EC 2.7.7.5) (EC 3.6.2.1) (5'-adenylyl sulfate phosphorylase HINT4) (Adenylylsulfate:phosphate adenylyltransferase HINT4) (Histidine triad nucleotide-binding protein 4),,-,True,AT4G16566,241,Chr4_4410,AT4G16566;AT4G16570,False,False,,
Chr4,9174889,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.76877011446688,1,0.0522169470787048,3_promoter,promoter,AT4G16200,DL4140W,SWAP (Suppressor-of-White-APricot)/surp domain-containing protein,,+,False,AT4G16200,760,Chr4_4313,AT4G16190;AT4G16195;AT4G16200;AT4G16210;AT4G16215;AT4G16220,False,False,,
Chr5,5845643,5,1,4,smallindel,"nonsnp,smallindel",bio1,8.736607501086688,4,0.3407813635739413,3_promoter,promoter,AT5G17720,BDG5,Probable lysophospholipase BODYGUARD 5 (AtBDG5) (EC 3.1.1.-),,+,True,AT5G17720,287,Chr5_2867,AT5G17720;AT5G17730;AT5G17740;AT5G17750,False,False,,
Chr3,9475220,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.708252329659258,1,0.0606338598511435,3_promoter,promoter,AT3G25890,ERF119,Ethylene-responsive transcription factor ERF119,defense,+,False,AT3G25890,130,Chr3_4964,,False,False,,
Chr4,11177560,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.705196212475155,1,0.1999783732674338,3_promoter,promoter,AT4G20870,FAH2,Dihydroceramide fatty acyl 2-hydroxylase FAH2 (EC 1.14.18.7) (Fatty acid 2-hydroxylase 2) (AtFAH2),oxidative,-,False,AT4G20870,679,Chr4_5739,,False,True,13.0,bio15
Chr5,21325608,4,1,3,smallindel,"nonsnp,smallindel",bio15,8.679897536903251,1,0.099304513497786,3_promoter,promoter,AT5G52545,AT5G52545,RNA-binding protein-like RNA recognition motif protein,,-,False,AT5G52545,12,Chr5_10802,AT5G52545;AT5G52547;AT5G52550;AT5G52552,False,False,,
Chr5,7167773,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.666674426413255,1,0.1138326579874212,3_promoter,promoter,AT5G21100,AAO,L-ascorbate oxidase (AAO) (AO) (ASO) (Ascorbase) (EC 1.10.3.3),"temperature,water,oxidative,defense",+,False,AT5G21100,410,Chr5_3605,AT5G21100,False,False,,
Chr5,3483016,2,2,0,snp,"nonsnp,smallindel",bio15,8.665127860538565,1,0.0501949570395729,3_promoter,promoter,AT5G11010,AT5G11010,Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9 homolog),defense,+,False,AT5G11010,687,Chr5_1793,AT5G11010;AT5G11020,False,True,69.0,bio15
Chr4,18053093,2,4,2,smallindel,"nonsnp,smallindel",bio15,8.625781410856563,1,0.0867782397703691,3_promoter,promoter,AT4G38620,MYB4,Transcription repressor MYB4 (Myb-related protein 4) (AtMYB4),light,+,False,AT4G38620,457,Chr4_9000,,False,False,,
Chr1,6520003,2,2,0,snp,"nonsnp,smallindel",bio15,8.623598435539764,1,0.065126131881367,3_promoter,promoter,AT1G18871,AT1G18871,Uncharacterized protein,,-,False,AT1G18871,518,Chr1_3299,AT1G18871;AT1G18879;AT1G18880;AT1G18890,False,False,,
Chr3,1515626,1,18,17,smallindel,"nonsnp,smallindel",bio15,8.62103409174722,1,0.2633084600622004,3_promoter,promoter,AT3G05320,OFUT23,O-fucosyltransferase 23 (O-FucT-23) (EC 2.4.1.-) (O-fucosyltransferase 1) (AtOFT1) (O-fucosyltransferase family protein),temperature,-,False,AT3G05320,731,Chr3_820,AT3G05320,False,False,,
Chr5,22708221,2,2,0,snp,"nonsnp,smallindel",bio15,8.618414086639744,1,0.0847975720058788,3_promoter,promoter,AT5G56070,MDA7.12,Uncharacterized protein,,+,False,AT5G56070,457,Chr5_11696,AT5G56070,False,True,624.0,bio15
Chr2,11443305,2,2,0,snp,"nonsnp,smallindel",bio3,8.609946949040806,1,0.0573443553664467,3_promoter,promoter,AT2G26830,EMB1187,Probable ethanolamine kinase (EC 2.7.1.82) (Protein EMBRYO DEFECTIVE 1187),,+,False,AT2G26830,255,Chr2_4280,,False,True,437.0,"bio1,bio15,bio3,pc1"
Chr4,7812731,1373,1,1372,sv,"nonsnp,sv",bio1,8.60945706422073,4,0.1986354481090199,3_promoter,promoter,AT4G13445,,,,+,False,AT4G13445,99,Chr4_3391,AT4G13445,False,True,54.0,"bio1,bio10"
