blockdef,model,cls,target,fit,band,band_lo,band_hi,rmse
clq0.9 tile,lfmm,nonsnp,sd,deg20_clamp,0.00-0.50,2,7,0.1554315572752272
clq0.9 tile,lfmm,nonsnp,sd,deg20_clamp,0.50-0.90,7,35,0.25927500739481146
clq0.9 tile,lfmm,nonsnp,sd,deg20_clamp,0.90-0.99,35,144,0.5459246603096444
clq0.9 tile,lfmm,nonsnp,sd,deg20_clamp,0.99-1.00,144,773,55.642285294204704
clq0.9 tile,lfmm,nonsnp,sd,deg2,0.00-0.50,2,7,0.19307937951359322
clq0.9 tile,lfmm,nonsnp,sd,deg2,0.50-0.90,7,35,0.27538155341723203
clq0.9 tile,lfmm,nonsnp,sd,deg2,0.90-0.99,35,144,0.5599332742934986
clq0.9 tile,lfmm,nonsnp,sd,deg2,0.99-1.00,144,773,1.2042030915171804
clq0.9 tile,lfmm,nonsnp,sd,deg7,0.00-0.50,2,7,0.15747641681887967
clq0.9 tile,lfmm,nonsnp,sd,deg7,0.50-0.90,7,35,0.25972062343762337
clq0.9 tile,lfmm,nonsnp,sd,deg7,0.90-0.99,35,144,0.5273230859383722
clq0.9 tile,lfmm,nonsnp,sd,deg7,0.99-1.00,144,773,1.4423203879237874
clq0.9 tile,lfmm,nonsnp,sd,isotonic,0.00-0.50,2,7,0.15608589907303988
clq0.9 tile,lfmm,nonsnp,sd,isotonic,0.50-0.90,7,35,0.2608475353898239
clq0.9 tile,lfmm,nonsnp,sd,isotonic,0.90-0.99,35,144,0.5627946893213671
clq0.9 tile,lfmm,nonsnp,sd,isotonic,0.99-1.00,144,773,1.3054773934058506
clq0.9 tile,lfmm,nonsnp,mean,deg2_clamp,0.00-0.50,2,7,0.19398606033476837
clq0.9 tile,lfmm,nonsnp,mean,deg2_clamp,0.50-0.90,7,35,0.29172867508810885
clq0.9 tile,lfmm,nonsnp,mean,deg2_clamp,0.90-0.99,35,144,0.5374959316982445
clq0.9 tile,lfmm,nonsnp,mean,deg2_clamp,0.99-1.00,144,773,0.9879931752109854
clq0.9 tile,lfmm,nonsnp,mean,deg5_clamp,0.00-0.50,2,7,0.1940863270596003
clq0.9 tile,lfmm,nonsnp,mean,deg5_clamp,0.50-0.90,7,35,0.2906920797543001
clq0.9 tile,lfmm,nonsnp,mean,deg5_clamp,0.90-0.99,35,144,0.5458992925507251
clq0.9 tile,lfmm,nonsnp,mean,deg5_clamp,0.99-1.00,144,773,1.082026846606279
clq0.9 tile,lfmm,nonsnp,mean,deg7_clamp,0.00-0.50,2,7,0.19437309295657654
clq0.9 tile,lfmm,nonsnp,mean,deg7_clamp,0.50-0.90,7,35,0.29285155472888114
clq0.9 tile,lfmm,nonsnp,mean,deg7_clamp,0.90-0.99,35,144,0.5513852072224656
clq0.9 tile,lfmm,nonsnp,mean,deg7_clamp,0.99-1.00,144,773,1.102967599849045
clq0.9 tile,lfmm,nonsnp,mean,deg10_clamp,0.00-0.50,2,7,0.19492585940554566
clq0.9 tile,lfmm,nonsnp,mean,deg10_clamp,0.50-0.90,7,35,0.2930684999562212
clq0.9 tile,lfmm,nonsnp,mean,deg10_clamp,0.90-0.99,35,144,0.5465180965971138
clq0.9 tile,lfmm,nonsnp,mean,deg10_clamp,0.99-1.00,144,773,1.2145965839952297
clq0.9 tile,lfmm,nonsnp,mean,deg15_clamp,0.00-0.50,2,7,0.19447798793388515
clq0.9 tile,lfmm,nonsnp,mean,deg15_clamp,0.50-0.90,7,35,0.29289931414157
clq0.9 tile,lfmm,nonsnp,mean,deg15_clamp,0.90-0.99,35,144,0.5554044858383483
clq0.9 tile,lfmm,nonsnp,mean,deg15_clamp,0.99-1.00,144,773,6.647887901107512
clq0.9 tile,lfmm,nonsnp,mean,deg20_clamp,0.00-0.50,2,7,0.19460060231845333
clq0.9 tile,lfmm,nonsnp,mean,deg20_clamp,0.50-0.90,7,35,0.29252190630631025
clq0.9 tile,lfmm,nonsnp,mean,deg20_clamp,0.90-0.99,35,144,0.5591771834343954
clq0.9 tile,lfmm,nonsnp,mean,deg20_clamp,0.99-1.00,144,773,23.502207593809874
clq0.9 tile,lfmm,nonsnp,mean,deg2,0.00-0.50,2,7,0.19398606033476837
clq0.9 tile,lfmm,nonsnp,mean,deg2,0.50-0.90,7,35,0.29172867508810885
clq0.9 tile,lfmm,nonsnp,mean,deg2,0.90-0.99,35,144,0.5374959316982445
clq0.9 tile,lfmm,nonsnp,mean,deg2,0.99-1.00,144,773,0.9900126691190707
clq0.9 tile,lfmm,nonsnp,mean,deg7,0.00-0.50,2,7,0.19437309295657654
clq0.9 tile,lfmm,nonsnp,mean,deg7,0.50-0.90,7,35,0.29285155472888114
clq0.9 tile,lfmm,nonsnp,mean,deg7,0.90-0.99,35,144,0.5513852072224656
clq0.9 tile,lfmm,nonsnp,mean,deg7,0.99-1.00,144,773,1.1950202006325275
clq0.9 tile,lfmm,nonsnp,mean,isotonic_auto,0.00-0.50,2,7,0.19451004941837044
clq0.9 tile,lfmm,nonsnp,mean,isotonic_auto,0.50-0.90,7,35,0.2918906063331597
clq0.9 tile,lfmm,nonsnp,mean,isotonic_auto,0.90-0.99,35,144,0.5366989385534213
clq0.9 tile,lfmm,nonsnp,mean,isotonic_auto,0.99-1.00,144,773,0.9881853813218608
clq0.9 tile,lfmm,nonsnp,mean,const,0.00-0.50,2,7,0.19581209688926243
clq0.9 tile,lfmm,nonsnp,mean,const,0.50-0.90,7,35,0.2912587705003582
clq0.9 tile,lfmm,nonsnp,mean,const,0.90-0.99,35,144,0.5324174010812989
clq0.9 tile,lfmm,nonsnp,mean,const,0.99-1.00,144,773,0.954290485090017
clq0.9 tile,lfmm,nonsnp,mean,interp,0.00-0.50,2,7,0.2833932833187811
clq0.9 tile,lfmm,nonsnp,mean,interp,0.50-0.90,7,35,0.39864797324535706
clq0.9 tile,lfmm,nonsnp,mean,interp,0.90-0.99,35,144,0.7369896008278992
clq0.9 tile,lfmm,nonsnp,mean,interp,0.99-1.00,144,773,1.3723227383686702
clq0.9 tile,binomial,snp,sd,deg2_clamp,0.00-0.50,2,12,0.35871487586062456
clq0.9 tile,binomial,snp,sd,deg2_clamp,0.50-0.90,12,70,0.491807789048403
clq0.9 tile,binomial,snp,sd,deg2_clamp,0.90-0.99,70,371,0.9418606975772932
clq0.9 tile,binomial,snp,sd,deg2_clamp,0.99-1.00,371,3171,3.3916932229622434
clq0.9 tile,binomial,snp,sd,deg5_clamp,0.00-0.50,2,12,0.1989863230828754
clq0.9 tile,binomial,snp,sd,deg5_clamp,0.50-0.90,12,70,0.35560520408221635
clq0.9 tile,binomial,snp,sd,deg5_clamp,0.90-0.99,70,371,0.7477159504251785
clq0.9 tile,binomial,snp,sd,deg5_clamp,0.99-1.00,371,3171,1.7090978900958675
clq0.9 tile,binomial,snp,sd,deg7_clamp,0.00-0.50,2,12,0.1856684221302199
clq0.9 tile,binomial,snp,sd,deg7_clamp,0.50-0.90,12,70,0.344358525953766
clq0.9 tile,binomial,snp,sd,deg7_clamp,0.90-0.99,70,371,0.7344447233483946
clq0.9 tile,binomial,snp,sd,deg7_clamp,0.99-1.00,371,3171,1.7638212355623673
clq0.9 tile,binomial,snp,sd,deg10_clamp,0.00-0.50,2,12,0.17820679710312679
clq0.9 tile,binomial,snp,sd,deg10_clamp,0.50-0.90,12,70,0.3426106670930794
clq0.9 tile,binomial,snp,sd,deg10_clamp,0.90-0.99,70,371,0.7050121699495875
clq0.9 tile,binomial,snp,sd,deg10_clamp,0.99-1.00,371,3171,1.7014971783742356
clq0.9 tile,binomial,snp,sd,deg15_clamp,0.00-0.50,2,12,0.17721953442963131
clq0.9 tile,binomial,snp,sd,deg15_clamp,0.50-0.90,12,70,0.3425326884270278
clq0.9 tile,binomial,snp,sd,deg15_clamp,0.90-0.99,70,371,0.7202646307738864
clq0.9 tile,binomial,snp,sd,deg15_clamp,0.99-1.00,371,3171,6.394002224121289
clq0.9 tile,binomial,snp,sd,deg20_clamp,0.00-0.50,2,12,0.17701962454448386
clq0.9 tile,binomial,snp,sd,deg20_clamp,0.50-0.90,12,70,0.34240259064978995
clq0.9 tile,binomial,snp,sd,deg20_clamp,0.90-0.99,70,371,0.7199267962315316
clq0.9 tile,binomial,snp,sd,deg20_clamp,0.99-1.00,371,3171,50.86213750914577
clq0.9 tile,binomial,snp,sd,deg2,0.00-0.50,2,12,0.35871487586062456
clq0.9 tile,binomial,snp,sd,deg2,0.50-0.90,12,70,0.491807789048403
clq0.9 tile,binomial,snp,sd,deg2,0.90-0.99,70,371,0.9418606975772932
clq0.9 tile,binomial,snp,sd,deg2,0.99-1.00,371,3171,3.731952943200767
clq0.9 tile,binomial,snp,sd,deg7,0.00-0.50,2,12,0.1856684221302199
clq0.9 tile,binomial,snp,sd,deg7,0.50-0.90,12,70,0.344358525953766
clq0.9 tile,binomial,snp,sd,deg7,0.90-0.99,70,371,0.7344447233483946
clq0.9 tile,binomial,snp,sd,deg7,0.99-1.00,371,3171,7.99424923596419
clq0.9 tile,binomial,snp,sd,isotonic,0.00-0.50,2,12,0.17914921250885035
clq0.9 tile,binomial,snp,sd,isotonic,0.50-0.90,12,70,0.35471942403610723
clq0.9 tile,binomial,snp,sd,isotonic,0.90-0.99,70,371,0.7634665262459179
clq0.9 tile,binomial,snp,sd,isotonic,0.99-1.00,371,3171,1.6887620839398547
clq0.9 tile,binomial,snp,mean,deg2_clamp,0.00-0.50,2,12,0.22502142930127134
clq0.9 tile,binomial,snp,mean,deg2_clamp,0.50-0.90,12,70,0.39983883611296067
clq0.9 tile,binomial,snp,mean,deg2_clamp,0.90-0.99,70,371,0.8171828912024827
clq0.9 tile,binomial,snp,mean,deg2_clamp,0.99-1.00,371,3171,1.5185159947762672
clq0.9 tile,binomial,snp,mean,deg5_clamp,0.00-0.50,2,12,0.2224104594109105
clq0.9 tile,binomial,snp,mean,deg5_clamp,0.50-0.90,12,70,0.4007623050294393
clq0.9 tile,binomial,snp,mean,deg5_clamp,0.90-0.99,70,371,0.818628183266797
clq0.9 tile,binomial,snp,mean,deg5_clamp,0.99-1.00,371,3171,1.6482029892626007
clq0.9 tile,binomial,snp,mean,deg7_clamp,0.00-0.50,2,12,0.22191119310666582
clq0.9 tile,binomial,snp,mean,deg7_clamp,0.50-0.90,12,70,0.40053700926271957
clq0.9 tile,binomial,snp,mean,deg7_clamp,0.90-0.99,70,371,0.8242615805112992
clq0.9 tile,binomial,snp,mean,deg7_clamp,0.99-1.00,371,3171,1.68991495739949
clq0.9 tile,binomial,snp,mean,deg10_clamp,0.00-0.50,2,12,0.2226234777097714
clq0.9 tile,binomial,snp,mean,deg10_clamp,0.50-0.90,12,70,0.40119409595435707
clq0.9 tile,binomial,snp,mean,deg10_clamp,0.90-0.99,70,371,0.8376385405404264
clq0.9 tile,binomial,snp,mean,deg10_clamp,0.99-1.00,371,3171,1.769668391727055
clq0.9 tile,binomial,snp,mean,deg15_clamp,0.00-0.50,2,12,0.22192557006806987
clq0.9 tile,binomial,snp,mean,deg15_clamp,0.50-0.90,12,70,0.40116482997368097
clq0.9 tile,binomial,snp,mean,deg15_clamp,0.90-0.99,70,371,0.8582197473820299
clq0.9 tile,binomial,snp,mean,deg15_clamp,0.99-1.00,371,3171,8.471179520794708
clq0.9 tile,binomial,snp,mean,deg20_clamp,0.00-0.50,2,12,0.22218342044625947
clq0.9 tile,binomial,snp,mean,deg20_clamp,0.50-0.90,12,70,0.40116416820837797
clq0.9 tile,binomial,snp,mean,deg20_clamp,0.90-0.99,70,371,0.8521885896982127
clq0.9 tile,binomial,snp,mean,deg20_clamp,0.99-1.00,371,3171,89.38709445709156
clq0.9 tile,binomial,snp,mean,deg2,0.00-0.50,2,12,0.22502142930127134
clq0.9 tile,binomial,snp,mean,deg2,0.50-0.90,12,70,0.39983883611296067
clq0.9 tile,binomial,snp,mean,deg2,0.90-0.99,70,371,0.8171828912024827
clq0.9 tile,binomial,snp,mean,deg2,0.99-1.00,371,3171,1.5419055511862567
clq0.9 tile,binomial,snp,mean,deg7,0.00-0.50,2,12,0.22191119310666582
clq0.9 tile,binomial,snp,mean,deg7,0.50-0.90,12,70,0.40053700926271957
clq0.9 tile,binomial,snp,mean,deg7,0.90-0.99,70,371,0.8242615805112992
clq0.9 tile,binomial,snp,mean,deg7,0.99-1.00,371,3171,2.063151335152159
clq0.9 tile,binomial,snp,mean,isotonic_auto,0.00-0.50,2,12,0.22234616016699932
clq0.9 tile,binomial,snp,mean,isotonic_auto,0.50-0.90,12,70,0.40000418084129963
clq0.9 tile,binomial,snp,mean,isotonic_auto,0.90-0.99,70,371,0.8228699281614305
clq0.9 tile,binomial,snp,mean,isotonic_auto,0.99-1.00,371,3171,1.6313928840362106
clq0.9 tile,binomial,snp,mean,const,0.00-0.50,2,12,0.2235306169510352
clq0.9 tile,binomial,snp,mean,const,0.50-0.90,12,70,0.4005264302815469
clq0.9 tile,binomial,snp,mean,const,0.90-0.99,70,371,0.8138444375277618
clq0.9 tile,binomial,snp,mean,const,0.99-1.00,371,3171,1.6247919595430687
clq0.9 tile,binomial,snp,mean,interp,0.00-0.50,2,12,0.30362662737386054
clq0.9 tile,binomial,snp,mean,interp,0.50-0.90,12,70,0.553155275877893
clq0.9 tile,binomial,snp,mean,interp,0.90-0.99,70,371,1.2003175286607595
clq0.9 tile,binomial,snp,mean,interp,0.99-1.00,371,3171,2.197829146939628
clq0.9 tile,binomial,sv,sd,deg2_clamp,0.00-0.50,2,4,0.10698918238218591
clq0.9 tile,binomial,sv,sd,deg2_clamp,0.50-0.90,4,11,0.130351492694458
clq0.9 tile,binomial,sv,sd,deg2_clamp,0.90-0.99,11,26,0.17038889996646417
clq0.9 tile,binomial,sv,sd,deg2_clamp,0.99-1.00,26,62,0.26325694439250047
clq0.9 tile,binomial,sv,sd,deg5_clamp,0.00-0.50,2,4,0.10965672791795364
clq0.9 tile,binomial,sv,sd,deg5_clamp,0.50-0.90,4,11,0.132260723105201
clq0.9 tile,binomial,sv,sd,deg5_clamp,0.90-0.99,11,26,0.1811102808421376
clq0.9 tile,binomial,sv,sd,deg5_clamp,0.99-1.00,26,62,0.2545733063240942
clq0.9 tile,binomial,sv,sd,deg7_clamp,0.00-0.50,2,4,0.10960917746427953
clq0.9 tile,binomial,sv,sd,deg7_clamp,0.50-0.90,4,11,0.13249178080599108
clq0.9 tile,binomial,sv,sd,deg7_clamp,0.90-0.99,11,26,0.185159171173106
clq0.9 tile,binomial,sv,sd,deg7_clamp,0.99-1.00,26,62,0.2574507165268377
clq0.9 tile,binomial,sv,sd,deg10_clamp,0.00-0.50,2,4,0.11126976365956634
clq0.9 tile,binomial,sv,sd,deg10_clamp,0.50-0.90,4,11,0.13339410220556475
clq0.9 tile,binomial,sv,sd,deg10_clamp,0.90-0.99,11,26,0.19129906933837865
clq0.9 tile,binomial,sv,sd,deg10_clamp,0.99-1.00,26,62,0.35802509645582326
clq0.9 tile,binomial,sv,sd,deg15_clamp,0.00-0.50,2,4,0.11278705346221292
clq0.9 tile,binomial,sv,sd,deg15_clamp,0.50-0.90,4,11,0.13810593509142816
clq0.9 tile,binomial,sv,sd,deg15_clamp,0.90-0.99,11,26,0.19817463754490014
clq0.9 tile,binomial,sv,sd,deg15_clamp,0.99-1.00,26,62,26.591852319427982
clq0.9 tile,binomial,sv,sd,deg20_clamp,0.00-0.50,2,4,0.11170713310971277
clq0.9 tile,binomial,sv,sd,deg20_clamp,0.50-0.90,4,11,0.14141017768183395
clq0.9 tile,binomial,sv,sd,deg20_clamp,0.90-0.99,11,26,0.1988066977455059
clq0.9 tile,binomial,sv,sd,deg20_clamp,0.99-1.00,26,62,2391.0881290900643
clq0.9 tile,binomial,sv,sd,deg2,0.00-0.50,2,4,0.10698918238218591
clq0.9 tile,binomial,sv,sd,deg2,0.50-0.90,4,11,0.130351492694458
clq0.9 tile,binomial,sv,sd,deg2,0.90-0.99,11,26,0.17038889996646417
clq0.9 tile,binomial,sv,sd,deg2,0.99-1.00,26,62,0.27804369186535716
clq0.9 tile,binomial,sv,sd,deg7,0.00-0.50,2,4,0.10960917746427953
clq0.9 tile,binomial,sv,sd,deg7,0.50-0.90,4,11,0.13249178080599108
clq0.9 tile,binomial,sv,sd,deg7,0.90-0.99,11,26,0.185159171173106
clq0.9 tile,binomial,sv,sd,deg7,0.99-1.00,26,62,3.9630396921284423
clq0.9 tile,binomial,sv,sd,isotonic,0.00-0.50,2,4,0.10995806278179121
clq0.9 tile,binomial,sv,sd,isotonic,0.50-0.90,4,11,0.13790359823484122
clq0.9 tile,binomial,sv,sd,isotonic,0.90-0.99,11,26,0.18183839977096117
clq0.9 tile,binomial,sv,sd,isotonic,0.99-1.00,26,62,0.2333407277624191
clq0.9 tile,binomial,sv,mean,deg2_clamp,0.00-0.50,2,4,0.15250946551438083
clq0.9 tile,binomial,sv,mean,deg2_clamp,0.50-0.90,4,11,0.1810868635741645
clq0.9 tile,binomial,sv,mean,deg2_clamp,0.90-0.99,11,26,0.24818156996929383
clq0.9 tile,binomial,sv,mean,deg2_clamp,0.99-1.00,26,62,0.24213053238769194
clq0.9 tile,binomial,sv,mean,deg5_clamp,0.00-0.50,2,4,0.15351446968566532
clq0.9 tile,binomial,sv,mean,deg5_clamp,0.50-0.90,4,11,0.1807405564152391
clq0.9 tile,binomial,sv,mean,deg5_clamp,0.90-0.99,11,26,0.2520371250240997
clq0.9 tile,binomial,sv,mean,deg5_clamp,0.99-1.00,26,62,0.20490788381430702
clq0.9 tile,binomial,sv,mean,deg7_clamp,0.00-0.50,2,4,0.15582281736132014
clq0.9 tile,binomial,sv,mean,deg7_clamp,0.50-0.90,4,11,0.1813130896235165
clq0.9 tile,binomial,sv,mean,deg7_clamp,0.90-0.99,11,26,0.26656762774843756
clq0.9 tile,binomial,sv,mean,deg7_clamp,0.99-1.00,26,62,0.24422560945957478
clq0.9 tile,binomial,sv,mean,deg10_clamp,0.00-0.50,2,4,0.15826151917619596
clq0.9 tile,binomial,sv,mean,deg10_clamp,0.50-0.90,4,11,0.1785000004889397
clq0.9 tile,binomial,sv,mean,deg10_clamp,0.90-0.99,11,26,0.25605277861198655
clq0.9 tile,binomial,sv,mean,deg10_clamp,0.99-1.00,26,62,0.6316566907837071
clq0.9 tile,binomial,sv,mean,deg15_clamp,0.00-0.50,2,4,0.16198454496876807
clq0.9 tile,binomial,sv,mean,deg15_clamp,0.50-0.90,4,11,0.1800003361668052
clq0.9 tile,binomial,sv,mean,deg15_clamp,0.90-0.99,11,26,0.26756233279613817
clq0.9 tile,binomial,sv,mean,deg15_clamp,0.99-1.00,26,62,26.39436193945911
clq0.9 tile,binomial,sv,mean,deg20_clamp,0.00-0.50,2,4,0.1614911952462814
clq0.9 tile,binomial,sv,mean,deg20_clamp,0.50-0.90,4,11,0.18040233822663693
clq0.9 tile,binomial,sv,mean,deg20_clamp,0.90-0.99,11,26,0.27318541547287517
clq0.9 tile,binomial,sv,mean,deg20_clamp,0.99-1.00,26,62,1154.129333454148
clq0.9 tile,binomial,sv,mean,deg2,0.00-0.50,2,4,0.15250946551438083
clq0.9 tile,binomial,sv,mean,deg2,0.50-0.90,4,11,0.1810868635741645
clq0.9 tile,binomial,sv,mean,deg2,0.90-0.99,11,26,0.24818156996929383
clq0.9 tile,binomial,sv,mean,deg2,0.99-1.00,26,62,0.2614888845099528
clq0.9 tile,binomial,sv,mean,deg7,0.00-0.50,2,4,0.15582281736132014
clq0.9 tile,binomial,sv,mean,deg7,0.50-0.90,4,11,0.1813130896235165
clq0.9 tile,binomial,sv,mean,deg7,0.90-0.99,11,26,0.26656762774843756
clq0.9 tile,binomial,sv,mean,deg7,0.99-1.00,26,62,14.866753890857074
clq0.9 tile,binomial,sv,mean,isotonic_auto,0.00-0.50,2,4,0.1576022341591085
clq0.9 tile,binomial,sv,mean,isotonic_auto,0.50-0.90,4,11,0.1758824461188192
clq0.9 tile,binomial,sv,mean,isotonic_auto,0.90-0.99,11,26,0.24572735963675743
clq0.9 tile,binomial,sv,mean,isotonic_auto,0.99-1.00,26,62,0.17481706838100466
clq0.9 tile,binomial,sv,mean,const,0.00-0.50,2,4,0.15128047189154908
clq0.9 tile,binomial,sv,mean,const,0.50-0.90,4,11,0.1783598381623991
clq0.9 tile,binomial,sv,mean,const,0.90-0.99,11,26,0.3103998770177738
clq0.9 tile,binomial,sv,mean,const,0.99-1.00,26,62,0.6250475297656858
clq0.9 tile,binomial,sv,mean,interp,0.00-0.50,2,4,0.2242439258148166
clq0.9 tile,binomial,sv,mean,interp,0.50-0.90,4,11,0.2331182088689577
clq0.9 tile,binomial,sv,mean,interp,0.90-0.99,11,26,0.2917185066312638
clq0.9 tile,binomial,sv,mean,interp,0.99-1.00,26,62,0.23334890947084164
clq0.9 tile,binomial,smallindel,sd,deg2_clamp,0.00-0.50,2,7,0.1716481903874864
clq0.9 tile,binomial,smallindel,sd,deg2_clamp,0.50-0.90,7,34,0.26681993507359836
clq0.9 tile,binomial,smallindel,sd,deg2_clamp,0.90-0.99,34,136,0.47888082227838646
clq0.9 tile,binomial,smallindel,sd,deg2_clamp,0.99-1.00,136,719,1.0367464348159272
clq0.9 tile,binomial,smallindel,sd,deg5_clamp,0.00-0.50,2,7,0.14408877322030306
clq0.9 tile,binomial,smallindel,sd,deg5_clamp,0.50-0.90,7,34,0.24828573269348783
clq0.9 tile,binomial,smallindel,sd,deg5_clamp,0.90-0.99,34,136,0.4755582196247892
clq0.9 tile,binomial,smallindel,sd,deg5_clamp,0.99-1.00,136,719,0.8596746952774342
clq0.9 tile,binomial,smallindel,sd,deg7_clamp,0.00-0.50,2,7,0.14186416435950594
clq0.9 tile,binomial,smallindel,sd,deg7_clamp,0.50-0.90,7,34,0.24803207316164327
clq0.9 tile,binomial,smallindel,sd,deg7_clamp,0.90-0.99,34,136,0.4707400410641277
clq0.9 tile,binomial,smallindel,sd,deg7_clamp,0.99-1.00,136,719,0.8362969794739443
clq0.9 tile,binomial,smallindel,sd,deg10_clamp,0.00-0.50,2,7,0.144211517240839
clq0.9 tile,binomial,smallindel,sd,deg10_clamp,0.50-0.90,7,34,0.2507331787637411
clq0.9 tile,binomial,smallindel,sd,deg10_clamp,0.90-0.99,34,136,0.4760085868236178
clq0.9 tile,binomial,smallindel,sd,deg10_clamp,0.99-1.00,136,719,0.9170088522576167
clq0.9 tile,binomial,smallindel,sd,deg15_clamp,0.00-0.50,2,7,0.14240336692810832
clq0.9 tile,binomial,smallindel,sd,deg15_clamp,0.50-0.90,7,34,0.2497483332953903
clq0.9 tile,binomial,smallindel,sd,deg15_clamp,0.90-0.99,34,136,0.48258521426383927
clq0.9 tile,binomial,smallindel,sd,deg15_clamp,0.99-1.00,136,719,2.5992193635507066
clq0.9 tile,binomial,smallindel,sd,deg20_clamp,0.00-0.50,2,7,0.1424033230533921
clq0.9 tile,binomial,smallindel,sd,deg20_clamp,0.50-0.90,7,34,0.25032041120428206
clq0.9 tile,binomial,smallindel,sd,deg20_clamp,0.90-0.99,34,136,0.48784063976641806
clq0.9 tile,binomial,smallindel,sd,deg20_clamp,0.99-1.00,136,719,41.23574084780521
clq0.9 tile,binomial,smallindel,sd,deg2,0.00-0.50,2,7,0.1716481903874864
clq0.9 tile,binomial,smallindel,sd,deg2,0.50-0.90,7,34,0.26681993507359836
clq0.9 tile,binomial,smallindel,sd,deg2,0.90-0.99,34,136,0.47888082227838646
clq0.9 tile,binomial,smallindel,sd,deg2,0.99-1.00,136,719,1.108383621679796
clq0.9 tile,binomial,smallindel,sd,deg7,0.00-0.50,2,7,0.14186416435950594
clq0.9 tile,binomial,smallindel,sd,deg7,0.50-0.90,7,34,0.24803207316164327
clq0.9 tile,binomial,smallindel,sd,deg7,0.90-0.99,34,136,0.4707400410641277
clq0.9 tile,binomial,smallindel,sd,deg7,0.99-1.00,136,719,1.9510098848356823
clq0.9 tile,binomial,smallindel,sd,isotonic,0.00-0.50,2,7,0.14361053492868517
clq0.9 tile,binomial,smallindel,sd,isotonic,0.50-0.90,7,34,0.25080159771766963
clq0.9 tile,binomial,smallindel,sd,isotonic,0.90-0.99,34,136,0.47808462908900984
clq0.9 tile,binomial,smallindel,sd,isotonic,0.99-1.00,136,719,0.8374140514148334
clq0.9 tile,binomial,smallindel,mean,deg2_clamp,0.00-0.50,2,7,0.18731145757028717
clq0.9 tile,binomial,smallindel,mean,deg2_clamp,0.50-0.90,7,34,0.2750125406519229
clq0.9 tile,binomial,smallindel,mean,deg2_clamp,0.90-0.99,34,136,0.5669285544567098
clq0.9 tile,binomial,smallindel,mean,deg2_clamp,0.99-1.00,136,719,1.014555489785344
clq0.9 tile,binomial,smallindel,mean,deg5_clamp,0.00-0.50,2,7,0.18689581803264393
clq0.9 tile,binomial,smallindel,mean,deg5_clamp,0.50-0.90,7,34,0.27483634341685714
clq0.9 tile,binomial,smallindel,mean,deg5_clamp,0.90-0.99,34,136,0.5854458250303115
clq0.9 tile,binomial,smallindel,mean,deg5_clamp,0.99-1.00,136,719,1.0903681830694616
clq0.9 tile,binomial,smallindel,mean,deg7_clamp,0.00-0.50,2,7,0.18701188936063168
clq0.9 tile,binomial,smallindel,mean,deg7_clamp,0.50-0.90,7,34,0.27438792744692375
clq0.9 tile,binomial,smallindel,mean,deg7_clamp,0.90-0.99,34,136,0.5967289797296116
clq0.9 tile,binomial,smallindel,mean,deg7_clamp,0.99-1.00,136,719,1.1130921614764782
clq0.9 tile,binomial,smallindel,mean,deg10_clamp,0.00-0.50,2,7,0.1874715210098519
clq0.9 tile,binomial,smallindel,mean,deg10_clamp,0.50-0.90,7,34,0.27650143586256887
clq0.9 tile,binomial,smallindel,mean,deg10_clamp,0.90-0.99,34,136,0.60534525717011
clq0.9 tile,binomial,smallindel,mean,deg10_clamp,0.99-1.00,136,719,1.1696680077962347
clq0.9 tile,binomial,smallindel,mean,deg15_clamp,0.00-0.50,2,7,0.18740352366736496
clq0.9 tile,binomial,smallindel,mean,deg15_clamp,0.50-0.90,7,34,0.2760875057726889
clq0.9 tile,binomial,smallindel,mean,deg15_clamp,0.90-0.99,34,136,0.6119364377691724
clq0.9 tile,binomial,smallindel,mean,deg15_clamp,0.99-1.00,136,719,3.027163720092866
clq0.9 tile,binomial,smallindel,mean,deg20_clamp,0.00-0.50,2,7,0.18775560734153968
clq0.9 tile,binomial,smallindel,mean,deg20_clamp,0.50-0.90,7,34,0.27667604568509335
clq0.9 tile,binomial,smallindel,mean,deg20_clamp,0.90-0.99,34,136,0.613109943316278
clq0.9 tile,binomial,smallindel,mean,deg20_clamp,0.99-1.00,136,719,31.138654698053056
clq0.9 tile,binomial,smallindel,mean,deg2,0.00-0.50,2,7,0.18731145757028717
clq0.9 tile,binomial,smallindel,mean,deg2,0.50-0.90,7,34,0.2750125406519229
clq0.9 tile,binomial,smallindel,mean,deg2,0.90-0.99,34,136,0.5669285544567098
clq0.9 tile,binomial,smallindel,mean,deg2,0.99-1.00,136,719,1.0224564275525978
clq0.9 tile,binomial,smallindel,mean,deg7,0.00-0.50,2,7,0.18701188936063168
clq0.9 tile,binomial,smallindel,mean,deg7,0.50-0.90,7,34,0.27438792744692375
clq0.9 tile,binomial,smallindel,mean,deg7,0.90-0.99,34,136,0.5967289797296116
clq0.9 tile,binomial,smallindel,mean,deg7,0.99-1.00,136,719,3.938555255627294
clq0.9 tile,binomial,smallindel,mean,isotonic_auto,0.00-0.50,2,7,0.18746655339295454
clq0.9 tile,binomial,smallindel,mean,isotonic_auto,0.50-0.90,7,34,0.2744880646094182
clq0.9 tile,binomial,smallindel,mean,isotonic_auto,0.90-0.99,34,136,0.5804884490631684
clq0.9 tile,binomial,smallindel,mean,isotonic_auto,0.99-1.00,136,719,1.1132049391579486
