chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr5,18558301,429,1,428,sv,sv,bio15,6.383661551826009,1,0.2606345089999112,3_promoter,promoter,AT5G45740,MRA19.16,Ubiquitin domain-containing protein,,-,False,AT5G45745,116,Chr5_9119,AT5G45730,True,False,,
Chr3,22439359,493,1,492,sv,sv,bio15,6.320633982920576,1,0.1195918971841985,3_promoter,promoter,AT3G60710,AT3G60710,Putative FBD-associated F-box protein At3g60710,,+,False,AT3G60700,154,Chr3_10188,AT3G60530,True,False,,
Chr2,18089620,1,284,283,sv,sv,bio1,6.292942786852226,2,0.3846362720836292,3_promoter,promoter,AT2G43610,AT2G43610,Endochitinase At2g43610 (EC 3.2.1.14),,-,False,AT2G43610,396,Chr2_7715,AT2G43610;AT2G43620,False,False,,
Chr2,9140325,1,906,905,sv,sv,bio3,6.283972177746244,1,0.1265320344404741,3_promoter,promoter,AT2G21370,XK1,D-ribulose kinase (D-ribulokinase) (EC 2.7.1.47) (Inactive Xylulose kinase 1) (Atxk-1),,-,False,AT2G21370,244,Chr2_3028,,False,False,,
Chr5,21496909,8,440,432,sv,sv,bio15,6.2838142708284455,1,0.0577327663248235,3_promoter,promoter,AT5G53010,MNB8.7,Calcium-transporting ATPase,calcium,-,False,AT5G53010,372,Chr5_10927,AT5G52970;AT5G52975;AT5G52980;AT5G52990;AT5G53000;AT5G53010;AT5G53020,False,False,,
Chr4,314269,1,315,314,sv,sv,bio4,6.271686500393511,1,0.0911947380412708,3_promoter,promoter,AT4G00750,AT4G00750,Probable methyltransferase PMT15 (EC 2.1.1.-),,+,True,AT4G00750,84,Chr4_239,,False,False,,
Chr1,28793212,4,140,136,sv,sv,bio15,6.260678135173247,1,0.0508649511770768,3_promoter,promoter,AT1G76710,ASHH1,Histone-lysine N-methyltransferase ASHH1 (EC 2.1.1.354) (ASH1 homolog 1) (Protein SET DOMAIN GROUP 26),"flowering,light",-,False,AT1G76710,536,Chr1_15092,AT1G76710;AT1G76720,False,True,1104.0,bio15
Chr3,13060051,1,419,418,sv,sv,bio15,6.239829312109153,1,0.0837122906338084,3_promoter,promoter,AT3G32047,AT3G32047,Cytochrome P450 superfamily protein,temperature,+,False,AT3G32047,997,Chr3_6274,AT3G31400;AT3G31401;AT3G31402;AT3G31430;AT3G31900;AT3G31910;AT3G31950;AT3G32030;AT3G32036;AT3G32040;AT3G32047;AT3G32050;AT3G32052;AT3G32090;AT3G32100;AT3G32120;AT3G32130;AT3G32150;AT3G32160;AT3G32180;AT3G32190;AT3G32200;AT3G32260;AT3G32280;AT3G32330;AT3G32400;AT3G32410;AT3G32896;AT3G32904;AT3G32905;AT3G32920;AT3G32930,False,False,,
Chr1,27595228,1,288,287,sv,sv,bio15,6.223569433390287,1,0.1097949743270874,3_promoter,promoter,AT1G73390,AT1G73390,Endosomal targeting BRO1-like domain-containing protein,,-,True,AT1G73390,86,Chr1_14446,AT1G73390,False,False,,
Chr1,26169385,2094,10,2084,sv,sv,bio10,6.218778620536972,1,0.4096508026123047,3_promoter,promoter,AT1G69580,PHL8,Myb family transcription factor PHL8 (Protein PHR1-LIKE 8),,+,True,AT1G69580,465,Chr1_13493,,False,False,,
Chr2,9891245,501,1,500,sv,sv,bio1,6.209795503119046,2,0.4550316984003241,3_promoter,promoter,AT2G23230,TPS05,Putative terpenoid synthase 5 (AtTPS05) (EC 4.2.3.-),,+,True,AT2G23230,971,Chr2_3418,AT2G23230,False,True,313.0,"bio1,bio10,bio5"
Chr2,17831245,1,150,149,sv,sv,pc1,6.175755535834907,1,0.1046634153886274,3_promoter,promoter,AT2G42850,CYP718,"Cytochrome P450, family 718",temperature,+,False,AT2G42850,410,Chr2_7578,,False,False,,
Chr4,6768133,1,736,735,sv,sv,pc1,6.148767027958846,1,0.1504558216441761,3_promoter,promoter,AT4G11100,AT4G11100,Gelsolin protein,,+,False,AT4G11100,481,Chr4_2558,AT4G11100,False,False,,
Chr5,25931490,1,100,99,sv,sv,bio4,6.130969493119468,2,0.0619892640547318,3_promoter,promoter,AT5G64870,FLOT3,Flotillin-like protein 3 (Nodulin-like protein 3),,-,True,AT5G64870,106,Chr5_13462,AT5G64870;AT5G64880,False,False,,
Chr3,10262337,1691,1,1690,sv,sv,bio10,6.116105866247419,1,0.2965372042222456,3_promoter,promoter,AT3G27700,AT3G27700,Zinc finger CCCH domain-containing protein 41 (AtC3H41),,-,True,AT3G27700,363,Chr3_5511,AT3G27670;AT3G27680;AT3G27690,True,False,,
Chr1,28160738,1,538,537,sv,sv,bio15,6.112309587405777,1,0.0557901425795121,3_promoter,promoter,AT1G74990,AT1G74990,E3 ubiquitin-protein ligase RMA (EC 2.3.2.27) (Protein RING membrane-anchor) (RING-type E3 ubiquitin transferase RMA),,-,True,AT1G74990,251,Chr1_14733,AT1G74970;AT1G74990,False,False,,
Chr2,11523156,107,2,105,sv,sv,bio15,6.093059771299998,1,0.0664868734099648,3_promoter,promoter,AT2G26990,CSN2,COP9 signalosome complex subunit 2 (Signalosome subunit 2) (Protein FUSCA 12),"light,defense",-,False,AT2G27000,42,Chr2_4319,AT2G26990;AT2G27000,False,True,1050.0,bio3
Chr3,11041140,3460,175,3285,sv,sv,bio8,6.084447022562893,1,0.1568782221187245,3_promoter,promoter,AT3G29050,CRRSP14,Putative cysteine-rich repeat secretory protein 14,,-,True,AT3G29060,391,Chr3_5945,AT3G29035;AT3G29040;AT3G29050;AT3G29060,False,False,,
Chr1,19546776,219,1,218,sv,sv,bio15,6.08195898137327,1,0.0667219270359386,3_promoter,promoter,AT1G52450,AT1G52450,Ubiquitin carboxyl-terminal hydrolase-related protein,,-,True,AT1G52450,510,Chr1_8899,AT1G52420;AT1G52430;AT1G52440;AT1G52450;AT1G52460,False,False,,
Chr1,2213049,57,1,56,sv,sv,bio8,6.075683167195212,1,0.0861775008114901,3_promoter,promoter,AT1G07200,SMXL6,Protein SMAX1-LIKE 6 (AtSMXL6) (Protein D53-like 2) (AtD53-like 2) (Protein D53-like SMXL 6),"temperature,water",-,False,AT1G07200,503,Chr1_1069,AT1G07000;AT1G07010;AT1G07020;AT1G07025;AT1G07030;AT1G07040,True,False,,
Chr4,7099846,800,1,799,sv,sv,pc1,6.040787990203762,1,0.2514196742664684,3_promoter,promoter,AT4G11800,AT4G11800,Calcineurin-like metallo-phosphoesterase superfamily protein,,-,True,AT4G11800,149,Chr4_2812,AT4G11770,True,True,80.0,"bio11,bio6,pc1"
Chr3,17872803,55,1,54,sv,sv,bio15,6.030313061854978,1,0.2674298936670476,3_promoter,promoter,AT3G48250,BIR6,"Pentatricopeptide repeat-containing protein At3g48250, chloroplastic",,-,False,AT3G48260,155,Chr3_7746,AT3G48250;AT3G48260,False,False,,
Chr4,10685656,1018,1,1017,sv,sv,bio4,6.028067901275587,1,0.0732417919419028,3_promoter,promoter,AT4G19630,AT4G19630,Winged-helix DNA-binding transcription factor family protein,,-,False,AT4G19640,525,Chr4_5425,AT4G19630;AT4G19640,False,False,,
Chr3,23109431,292,1,291,sv,sv,bio15,6.028021070389477,1,0.2219089378010142,3_promoter,promoter,AT3G62470,AT3G62470,"Pentatricopeptide repeat-containing protein At3g62470, mitochondrial",,-,True,AT3G62470,920,Chr3_10520,AT3G62460;AT3G62470;AT3G62499;AT3G62500;AT3G62510;AT3G62528;AT3G62530;AT3G62540,False,False,,
Chr4,7155292,145,1,144,sv,sv,bio15,6.014674050663092,1,0.0577884208072315,3_promoter,promoter,AT4G11910,SGR2,"Magnesium dechelatase SGR2, chloroplastic (EC 4.99.1.10) (Protein NONYELLOWING 2) (Protein STAY-GREEN 2) (Protein STAYGREEN 2)",,+,True,AT4G11910,816,Chr4_2872,AT4G11900;AT4G11910,False,False,,
Chr4,12137420,1,4887,4886,sv,sv,bio11,6.007631725646385,1,0.1001871607520363,3_promoter,promoter,AT4G23180,CRK10,Cysteine-rich receptor-like protein kinase 10 (Cysteine-rich RLK10) (EC 2.7.11.-) (Receptor-like protein kinase 4),"oxidative,defense",+,False,AT4G23180,717,Chr4_6294,AT4G23180,False,False,,
Chr4,2692712,32,2178,2146,sv,sv,bio6,5.984062929531292,1,0.0664839636195789,3_promoter,promoter,AT4G05260,AT4G05260,Ubiquitin-like superfamily protein,,+,False,AT4G05250,296,Chr4_1541,AT4G05250,True,False,,
Chr3,11694827,1,381,380,sv,sv,bio4,5.933506520860056,1,0.0669916326349431,3_promoter,promoter,AT3G29791,AT3G29791,RNase H type-1 domain-containing protein,,+,True,AT3G29791,929,Chr3_6067,AT3G29790;AT3G29791;AT3G29796;AT3G29797;AT3G29800,False,False,,
Chr2,18114766,1,778,777,sv,sv,bio10,5.916132583639801,2,0.0670869025317105,3_promoter,promoter,AT2G43700,LECRK54,L-type lectin-domain containing receptor kinase V.4 (Arabidopsis thaliana lectin-receptor kinase c1) (AthlecRK-c1) (LecRK-V.4) (EC 2.7.11.1),defense,+,False,AT2G43690,183,Chr2_7722,AT2G43680;AT2G43690;AT2G43700,False,False,,
Chr3,10151597,409,1,408,sv,sv,bio3,5.872749453727482,1,0.1971807913346724,3_promoter,promoter,AT3G27430,PBB1,Proteasome subunit beta type-7-A (EC 3.4.25.1) (20S proteasome beta subunit B-1) (Proteasome component FA) (Proteasome component FB) (Proteasome subunit beta type-2),,+,True,AT3G27425,222,Chr3_5436,AT3G27425;AT3G27430,False,False,,
Chr4,8220198,1,327,326,sv,sv,bio3,5.773454526028468,1,0.1928315162658691,3_promoter,promoter,AT4G14276,AT4G14276,Defensin-like protein 21,defense,+,False,AT4G14272,172,Chr4_3718,AT4G14272;AT4G14276,False,False,,
Chr1,23168563,1,55,54,sv,sv,bio15,5.764632868205054,1,0.133199160749262,3_promoter,promoter,AT1G62570,FMOGS-OX4,Flavin-containing monooxygenase FMO GS-OX4 (EC 1.14.13.237) (Flavin-monooxygenase glucosinolate S-oxygenase 4),,+,False,AT1G62570,573,Chr1_11165,,False,False,,
Chr5,16272738,1,1252,1251,sv,sv,pc1,5.754556790580485,1,0.0564992048523642,3_promoter,promoter,AT5G40630,MNF13.18,Ubiquitin-like superfamily protein,,-,False,AT5G40630,268,Chr5_7150,AT5G40600;AT5G40610,True,False,,
Chr1,23984628,1,131,130,sv,sv,bio10,8.125958049406293,3,0.1879731308330189,4_exon_noncoding,exon(noncoding),AT1G64572,AT1G64572,,,+,False,AT1G64572,0,Chr1_11895,AT1G64563;AT1G64570;AT1G64572;AT1G64580;AT1G64583,False,True,1080.0,"bio10,bio15"
Chr4,7846755,1,3,2,smallindel,"nonsnp,smallindel",bio10,7.900197514454115,1,0.1456881328062577,4_exon_noncoding,exon(noncoding),AT4G13495,AT4G13495,,,+,False,AT4G13495,0,Chr4_3417,AT4G13494;AT4G13495,False,True,1869.0,bio10
Chr1,8515880,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.855019579081522,1,0.0668175979094071,4_exon_noncoding,exon(noncoding),AT1G24068,AT1G24068,,,+,False,AT1G24068,0,Chr1_4544,AT1G24068;AT1G24070;AT1G24080;AT1G24090,False,True,40.0,bio15
Chr1,23978154,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.767373390695203,2,0.2389217940243807,4_exon_noncoding,exon(noncoding),AT1G64563,AT1G64563,,,-,False,AT1G64563,0,Chr1_11895,AT1G64563;AT1G64570;AT1G64572;AT1G64580;AT1G64583,False,False,,
Chr2,9721648,2,2,0,snp,"nonsnp,smallindel",bio10,7.177711860920051,1,0.0863470164212313,4_exon_noncoding,exon(noncoding),AT2G22821,AT2G22821,,,+,False,AT2G22821,0,Chr2_3314,AT2G22820;AT2G22821,False,False,,
Chr1,26583632,67,1,66,sv,sv,bio10,6.913645271291928,2,0.0753073692321777,4_exon_noncoding,exon(noncoding),AT1G70518,AT1G70518,,,+,False,AT1G70518,0,Chr1_13784,AT1G70410;AT1G70420;AT1G70430;AT1G70440,True,True,52.0,bio10
Chr4,8002996,2,1,1,smallindel,"nonsnp,smallindel",bio15,17.391533104519425,3,0.0706427855925126,5_intron,intron,AT4G13800,AT4G13800,Probable magnesium transporter NIPA2,,-,False,AT4G13800,0,Chr4_3555,AT4G13800,False,True,41.0,"bio15,bio17,pc1"
Chr4,10422792,2,2,0,snp,"nonsnp,smallindel",bio1,12.585569066548617,6,0.0767812078649347,5_intron,intron,AT4G19030,NIP1-1,Aquaporin NIP1-1 (NOD26-like intrinsic protein 1-1) (AtNIP1;1) (Nodulin-26-like major intrinsic protein 1) (NodLikeMip1) (Protein NLM1),"oxidative,defense",-,False,AT4G19030,0,Chr4_5223,AT4G19030,False,True,53.0,"bio1,bio10,bio11,pc1"
Chr5,23114464,2,1,1,smallindel,"nonsnp,smallindel",bio15,12.48758248914924,1,0.06623713536696,5_intron,intron,AT5G57110,ACA8,"Calcium-transporting ATPase 8, plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 8)",calcium,-,False,AT5G57110,0,Chr5_11945,AT5G57110,False,False,,
Chr1,27833071,1,3,2,smallindel,"nonsnp,smallindel",bio15,11.841106347435932,1,0.1870479583740234,5_intron,intron,AT1G74010,AT1G74010,At1g74010 (Putative strictosidine synthase),calcium,-,True,AT1G74010,0,Chr1_14554,AT1G74000;AT1G74010,False,False,,
Chr1,4452765,2,1,1,smallindel,"nonsnp,smallindel",bio1,11.58351587179966,4,0.0890472748062827,5_intron,intron,AT1G13060,PBE1,Proteasome subunit beta type-5-A (EC 3.4.25.1) (20S proteasome beta subunit E-1) (Proteasome component E) (Proteasome epsilon-1 chain),,+,False,AT1G13060,0,Chr1_2241,AT1G12990;AT1G13000;AT1G13010;AT1G13020;AT1G13030;AT1G13040;AT1G13050;AT1G13060,False,True,736.0,"bio1,bio10,bio11,bio5"
Chr5,16646977,4,1,3,smallindel,"nonsnp,smallindel",bio15,11.03882528262302,2,0.3156978433782404,5_intron,intron,AT5G41620,AT5G41620,Uncharacterized protein At5g41620,defense,+,False,AT5G41620,0,Chr5_7423,AT5G41620,False,False,,
Chr4,7392646,1,2,1,smallindel,"nonsnp,smallindel",bio15,10.941198622313644,1,0.2484121756120161,5_intron,intron,AT4G12460,ORP2B,Oxysterol-binding protein-related protein 2B (OSBP-related protein 2B),,+,False,AT4G12460,0,Chr4_3079,AT4G12460,False,True,1652.0,bio15
Chr1,9774402,1,10,9,smallindel,"nonsnp,smallindel",bio15,10.811842152784052,1,0.0556575926867398,5_intron,intron,AT1G28040,ATL20,RING-H2 finger protein ATL20 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL20),defense,-,False,AT1G28040,0,Chr1_5198,AT1G28040;AT1G28050,False,False,,
Chr5,3651091,3,1,2,smallindel,"nonsnp,smallindel",bio15,10.808415783920212,1,0.0782380862669511,5_intron,intron,AT5G11430,AT5G11430,SPOC domain / Transcription elongation factor S-II protein,,+,False,AT5G11430,0,Chr5_1876,AT5G11420;AT5G11425;AT5G11430;AT5G11440,False,False,,
Chr5,23346212,1,248,247,sv,"nonsnp,sv",pc1,10.731858087589982,9,0.0829162001609802,5_intron,intron,AT5G57650,MUA2.24,Eukaryotic translation initiation factor-like protein,,-,False,AT5G57650,0,Chr5_12044,AT5G57640;AT5G57650,False,True,231.0,pc1
Chr4,6693410,2,1,1,smallindel,"nonsnp,smallindel",bio15,10.372775372852193,1,0.0761190002614801,5_intron,intron,AT4G10890,AT4G10890,DDE family endonuclease,,+,False,AT4G10890,0,Chr4_2480,AT4G10890,False,False,,
Chr5,26207596,3,1,2,smallindel,"nonsnp,smallindel",bio15,10.249710283905658,1,0.0694374983960932,5_intron,intron,AT5G65575,AT5G65575,,,-,False,AT5G65575,0,Chr5_13583,AT5G65575;AT5G65580,False,True,328.0,bio15
Chr2,9581106,1,5,4,smallindel,"nonsnp,smallindel",bio15,10.16053201513242,2,0.0817600651220841,5_intron,intron,AT2G22540,SVP,MADS-box protein SVP (Protein SHORT VEGETATIVE PHASE),"flowering,temperature",+,False,AT2G22540,0,Chr2_3257,AT2G22540,False,False,,
Chr1,11010716,1,2,1,smallindel,"nonsnp,smallindel",bio15,10.117423135373132,1,0.0673272989012978,5_intron,intron,AT1G30925,AT1G30925,Putative F-box protein At1g30925,,-,False,AT1G30925,0,Chr1_5875,AT1G30925,False,False,,
Chr5,23228330,9,1,8,smallindel,"nonsnp,smallindel",bio10,10.075891302957968,1,0.2845119129527699,5_intron,intron,AT5G57340,MJB24.15,Ras guanine nucleotide exchange factor Q-like protein,,+,False,AT5G57340,0,Chr5_12014,AT5G57340,False,True,416.0,"bio1,bio10,bio15,bio5,pc1"
Chr5,7662097,3,1,2,smallindel,"nonsnp,smallindel",bio10,10.040855612789072,2,0.3433049592104825,5_intron,intron,AT5G22910,CHX9,Cation/H(+) antiporter 9 (Protein CATION/H+ EXCHANGER 9) (AtCHX9),,-,False,AT5G22910,0,Chr5_3868,AT5G22910,False,True,366.0,bio10
Chr5,7658682,2,1,1,smallindel,"nonsnp,smallindel",bio10,9.952865345176855,2,0.4927241585471413,5_intron,intron,AT5G22900,CHX3,Cation/H(+) antiporter 3 (Protein CATION/H+ EXCHANGER 3) (AtCHX3),,+,False,AT5G22900,0,Chr5_3866,AT5G22900,False,True,5.0,"bio1,bio10,bio5"
Chr1,1230385,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.89589531642641,1,0.0504189242016185,5_intron,intron,AT1G04510,PRP19A,Pre-mRNA-processing factor 19 homolog 1 (EC 2.3.2.-) (MOS4-associated complex protein 3A) (MAC protein 3A) (Plant U-box protein 59) (U-box domain-containing protein 59),defense,+,False,AT1G04510,0,Chr1_656,AT1G04510;AT1G04520,False,True,908.0,bio15
Chr2,11444091,1,2,1,smallindel,"nonsnp,smallindel",bio3,9.848539078450248,3,0.0646379590034484,5_intron,intron,AT2G26830,EMB1187,Probable ethanolamine kinase (EC 2.7.1.82) (Protein EMBRYO DEFECTIVE 1187),,+,False,AT2G26830,0,Chr2_4281,AT2G26830;AT2G26840,False,True,61.0,"bio1,bio15,bio3,pc1"
Chr1,5931019,5,1,4,smallindel,"nonsnp,smallindel",bio15,9.808973698032508,1,0.0562077273022044,5_intron,intron,AT1G17330,AT1G17330,Metal-dependent phosphohydrolase,,+,False,AT1G17330,0,Chr1_3035,AT1G17330,False,True,143.0,"bio10,bio15"
Chr5,24445729,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.807141169472942,1,0.0984266671267422,5_intron,intron,AT5G60770,NRT2.4,High affinity nitrate transporter 2.4 (AtNRT2:4),,+,False,AT5G60770,0,Chr5_12687,AT5G60770,False,False,,
Chr5,8070928,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.713575469859778,1,0.0998478044163097,5_intron,intron,AT5G23910,KIN10C,Kinesin-like protein KIN-10C,defense,+,False,AT5G23910,0,Chr5_4175,AT5G23910,False,True,26.0,bio15
Chr1,18489084,29,1,28,smallindel,"nonsnp,smallindel",bio15,9.629275182476984,1,0.0928854292089289,5_intron,intron,AT1G49940,AT1G49940,Uncharacterized protein,,-,False,AT1G49940,0,Chr1_8331,AT1G49938;AT1G49940;AT1G49950;AT1G49952,False,False,,
Chr1,29310647,2,1,1,smallindel,"nonsnp,smallindel",bio8,9.586897502954114,1,0.2201802080327814,5_intron,intron,AT1G77950,AGL67,MADS-box protein,,+,False,AT1G77950,0,Chr1_15307,AT1G77950;AT1G77960,False,False,,
Chr4,8377186,1,5,4,smallindel,"nonsnp,smallindel",bio15,9.530362400545382,1,0.2220371853221546,5_intron,intron,AT4G14600,AT4G14600,Bet1-like protein At4g14600,,+,False,AT4G14600,0,Chr4_3824,AT4G14600,False,True,6.0,bio15
Chr4,15134311,2,1,1,smallindel,"nonsnp,smallindel",bio15,9.464089217709626,1,0.3107988184148615,5_intron,intron,AT4G31120,PMRT15,Protein arginine N-methyltransferase 1.5 (AtPMRT15) (AtPMRT5) (EC 2.1.1.319) (Shk1 kinase-binding protein 1 homolog),flowering,-,False,AT4G31120,0,Chr4_7647,AT4G31115;AT4G31120;AT4G31130,False,False,,
Chr1,24470448,1,284,283,sv,"nonsnp,sv",bio3,9.44286293122608,3,0.1520585688677701,5_intron,intron,AT1G65790,SD17,Receptor-like serine/threonine-protein kinase SD1-7 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 1) (S-domain-1 (SD1) receptor kinase 7) (SD1-7),"water,defense",+,False,AT1G65790,0,Chr1_12318,AT1G65790;AT1G65800,False,False,,
Chr5,396503,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.360404964427282,1,0.0793549743565646,5_intron,intron,AT5G02030,BLH9,BEL1-like homeodomain protein 9 (BEL1-like protein 9) (Protein BELLRINGER) (Protein LARSON) (Protein PENNYWISE) (Protein REPLUMLESS) (Protein VAAMANA),flowering,+,False,AT5G02030,0,Chr5_241,AT5G02030,False,True,342.0,"bio1,bio15"
Chr1,20482866,2,1,1,smallindel,"nonsnp,smallindel",bio15,9.332034543287955,1,0.0993962504646994,5_intron,intron,AT1G54940,GUX4,Putative UDP-glucuronate:xylan alpha-glucuronosyltransferase 4 (UDP-GlcA:xylan glucuronyltransferase 4) (EC 2.4.1.-) (Glycogenin-like protein 4) (Plant glycogenin-like starch initiation protein 4) (Protein GLUCURONIC ACID SUBSTITUTION OF XYLAN 4) (AtGUX4),,+,False,AT1G54940,0,Chr1_9407,AT1G54940,False,False,,
Chr5,23227231,1,2,1,smallindel,"nonsnp,smallindel",bio1,9.302326889459984,3,0.1215553933923894,5_intron,intron,AT5G57340,MJB24.15,Ras guanine nucleotide exchange factor Q-like protein,,+,False,AT5G57340,0,Chr5_12014,AT5G57340,False,True,683.0,"bio1,bio10,bio15,bio5,pc1"
Chr1,4609984,1,4,3,smallindel,"nonsnp,smallindel",bio15,9.262502350054902,1,0.2342392748052423,5_intron,intron,AT1G13440,GAPC2,"Glyceraldehyde-3-phosphate dehydrogenase GAPC2, cytosolic (EC 1.2.1.12) (NAD-dependent glyceraldehydephosphate dehydrogenase C subunit 2)","temperature,defense",-,False,AT1G13440,0,Chr1_2343,AT1G13440,False,True,6.0,"bio1,bio11,bio15"
Chr5,25104614,2,2,0,snp,"nonsnp,smallindel",bio15,9.258298954519212,1,0.0520644350485368,5_intron,intron,AT5G62540,UBC3,Ubiquitin-conjugating enzyme E2 3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 3) (Ubiquitin carrier protein 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase 3),defense,+,False,AT5G62540,0,Chr5_13001,AT5G62540;AT5G62550,False,False,,
Chr4,7148859,1,3,2,smallindel,"nonsnp,smallindel",bio15,9.156322176840456,1,0.0606225403872403,5_intron,intron,AT4G11890,CRK45,Cysteine-rich receptor-like protein kinase 45 (Cysteine-rich RLK45) (EC 2.7.11.1) (ABA- and osmotic stress-inducible receptor-like cytosolic kinase 1),"temperature,water,oxidative,defense",+,False,AT4G11890,0,Chr4_2864,AT4G11890,False,False,,
Chr1,17891928,1,2,1,smallindel,"nonsnp,smallindel",bio15,9.139371994260989,1,0.0609599243510853,5_intron,intron,AT1G48410,AGO1,Protein argonaute 1,"flowering,water,light,defense",-,False,AT1G48410,0,Chr1_7994,AT1G48410,False,False,,
Chr1,28129400,11,1,10,smallindel,"nonsnp,smallindel",bio1,9.13555443856658,2,0.0727303407408974,5_intron,intron,AT1G74875,AT1G74875,F-box protein,,-,False,AT1G74875,0,Chr1_14714,AT1G74875;AT1G74880,False,True,768.0,"bio1,bio11"
Chr2,10043040,2,1,1,smallindel,"nonsnp,smallindel",bio15,9.099412362242516,1,0.4210789420387961,5_intron,intron,AT2G23600,MES2,Methylesterase 2 (AtMES2) (EC 3.1.1.-) (Protein METHYLESTERASE 8) (AtME8),"water,defense",-,False,AT2G23600,0,Chr2_3504,AT2G23600;AT2G23610,False,True,5.0,bio15
Chr5,3196349,3,1,2,smallindel,"nonsnp,smallindel",bio15,9.091246586267667,1,0.0617702494968067,5_intron,intron,AT5G10180,SULTR2;1,Sulfate transporter 2.1 (AST68),,+,False,AT5G10180,0,Chr5_1683,AT5G10110;AT5G10120;AT5G10130;AT5G10140;AT5G10150;AT5G10160;AT5G10170;AT5G10180;AT5G10190;AT5G10200;AT5G10210;AT5G10220;AT5G10230,False,False,,
Chr1,11713614,4,4,0,snp,"nonsnp,smallindel",bio15,9.045546629884903,1,0.0516220114447853,5_intron,intron,AT1G32440,PKP3,"Plastidial pyruvate kinase 3, chloroplastic (PKp3) (EC 2.7.1.40) (Pyruvate kinase I) (Pyruvate kinase isozyme B2, chloroplastic) (PKP-BETA2) (Plastidic pyruvate kinase beta subunit 2)",,+,False,AT1G32440,0,Chr1_6374,AT1G32440,False,True,6.0,bio15
Chr4,10562980,2,2,0,snp,"nonsnp,smallindel",bio8,9.02681709376654,1,0.3877260901711203,5_intron,intron,AT4G19350,EMB3006,Embryo defective 3006,,-,False,AT4G19350,0,Chr4_5331,AT4G19350,False,False,,
Chr5,14275519,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.996359921903363,1,0.2694941000504927,5_intron,intron,AT5G36230,AT5G36230,ARM repeat superfamily protein,,+,False,AT5G36230,0,Chr5_6098,AT5G36230,False,True,5.0,bio15
Chr5,16255276,1,5,4,smallindel,"nonsnp,smallindel",bio15,8.961195464346872,2,0.1085032224655151,5_intron,intron,AT5G40600,MNF13.13,Bromodomain testis-specific protein,,-,False,AT5G40600,0,Chr5_7149,AT5G40600,False,False,,
Chr3,16024133,1,2,1,smallindel,"nonsnp,smallindel",bio10,8.876683613515421,2,0.3103768825531006,5_intron,intron,AT3G44350,NAC061,Putative NAC domain-containing protein 61 (ANAC061),,-,False,AT3G44350,0,Chr3_6627,AT3G44350,False,False,,
Chr4,7198066,2,1,1,smallindel,"nonsnp,smallindel",bio6,8.815426955278092,1,0.0687318444252014,5_intron,intron,AT4G12010,DSC1,Disease resistance-like protein DSC1 (EC 3.2.2.6) (Protein DOMINANT SUPPRESSOR OF CAMTA3 NUMBER 1),defense,-,False,AT4G12010,0,Chr4_2922,AT4G12005;AT4G12010;AT4G12020,False,True,3.0,"bio11,bio6,pc1"
Chr4,8593556,1,7,6,smallindel,"nonsnp,smallindel",bio1,8.808572936816908,3,0.2754508798772638,5_intron,intron,AT4G15053,AT4G15053,"NEP-interacting protein, putative (DUF239)",,-,False,AT4G15053,0,Chr4_3966,AT4G15053;AT4G15056;AT4G15060;AT4G15061,False,True,32.0,bio4
Chr1,6237600,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.7873240227797,1,0.135152979330583,5_intron,intron,AT1G18130,AT1G18130,Class II aaRS and biotin synthetases superfamily protein,,+,True,AT1G18130,0,Chr1_3160,AT1G18130,False,True,21.0,bio15
Chr4,15717971,1,5,4,smallindel,"nonsnp,smallindel",bio15,8.76877011446688,1,0.0522169470787048,5_intron,intron,AT4G32570,TIFY8,Protein TIFY 8,"oxidative,defense",-,False,AT4G32570,0,Chr4_7838,AT4G32551;AT4G32560;AT4G32570;AT4G32580,False,False,,
Chr3,17807754,11,1,10,smallindel,"nonsnp,smallindel",bio10,8.733003736181441,2,0.0594914609735662,5_intron,intron,AT3G48190,ATM,Serine/threonine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated homolog) (AtATM),defense,+,False,AT3G48190,0,Chr3_7734,AT3G48185;AT3G48190;AT3G48195;AT3G48200,False,False,,
