source_type	ecotype_id	run_accession	sample_alias	study_accession	fastq_ftp	fastq_md5	base_count	read_count	library_strategy	library_layout	instrument_model
ENA	9813	SRR1946376	9813	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946376/SRR1946376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946376/SRR1946376_2.fastq.gz	b53e5b7429098babba877c4e4dd4ef35;6fa04d6249b96811de36e751549d0f2a	2145650200	10728251	WGS	PAIRED	Illumina HiSeq 2000
ENA	9814	SRR1946377	9814	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946377/SRR1946377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946377/SRR1946377_2.fastq.gz	0aa8d8e76e74f3d72e313afed0387cf2;2cc0230118b5c08ec0d7956538ba9b6b	2138744600	10693723	WGS	PAIRED	Illumina HiSeq 2000
ENA	9820	SRR1946382	9820	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946382/SRR1946382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946382/SRR1946382_2.fastq.gz	8eac9ee2c2da9cacc428c66e3b9dfb1e;3a17adfc9cf64b9c8acf66422c146dde	2429462800	12147314	WGS	PAIRED	Illumina HiSeq 2000
ENA	9857	SRR1946417	9857	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946417/SRR1946417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946417/SRR1946417_2.fastq.gz	09cd46a5d15261e71ce8ad042783f8e8;0554541ea909cb3ccf4873ca5ba07eef	1521643600	7608218	WGS	PAIRED	Illumina HiSeq 2000
ENA	9920	SRR1946469	9920	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946469/SRR1946469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946469/SRR1946469_2.fastq.gz	c7835d1b0103c645c1a9d011f2d6edfe;99714e2608158d1ae6bab6371bf353d4	4265108400	21325542	WGS	PAIRED	Illumina HiSeq 2000
ENA	9921	SRR1946470	9921	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946470/SRR1946470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946470/SRR1946470_2.fastq.gz	6aaa640b75b7cc5b710175d43a4b84ac;20b848ff4dcef40c1ff7448e40085a40	2601851800	13009259	WGS	PAIRED	Illumina HiSeq 2000
ENA	9925	SRR1946472	9925	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946472/SRR1946472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946472/SRR1946472_2.fastq.gz	2c94e0c8608e8c37bfd56bc98242646e;9784952f0ca6895b0e1622d14753faf3	2805967000	14029835	WGS	PAIRED	Illumina HiSeq 2000
ENA	9933	SRR1946479	9933	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946479/SRR1946479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946479/SRR1946479_2.fastq.gz	8073bdcb5b4bd63b16a47932aabf4e4f;c4cee42eeda576c3693cf88231d69008	3792242800	18961214	WGS	PAIRED	Illumina HiSeq 2000
ENA	9941	SRR1946484	9941	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946484/SRR1946484.fastq.gz	42a5ac3dc9a13080b7d089935e576613	974909152	25955116	WGS	PAIRED	Illumina Genome Analyzer II
ENA	9944	SRR1946487	9944	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946487/SRR1946487.fastq.gz	4edd8d2588edca0fd35b0b8ad4f82b47	3131603502	50714056	WGS	PAIRED	Illumina Genome Analyzer II
ENA	9965	SRR1946506	9965	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946506/SRR1946506.fastq.gz	1535ae1c8d68b6a82eb09ba687cb91cf	3442431171	70806874	WGS	PAIRED	Illumina Genome Analyzer II
ENA	9966	SRR1946507	9966	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946507/SRR1946507.fastq.gz	8052057dfa600b64bcb13ce59bdf6d6a	1059840628	26359926	WGS	PAIRED	Illumina Genome Analyzer II
ENA	9978	SRR1946517	9978	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946517/SRR1946517.fastq.gz	eaeb6e49869e66266bbd791b9c1200ff	1546704330	31333908	WGS	PAIRED	Illumina Genome Analyzer II
ENA	9985	SRR1946524	9985	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946524/SRR1946524.fastq.gz	3ee05fef298f9e688cbebd4341f93270	956818965	25575300	WGS	PAIRED	Illumina Genome Analyzer II
ENA	10011	SRR1946544	10011	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946544/SRR1946544.fastq.gz	f223e6a69cdf93bb7c6a4de87cd528bc	2614388910	56978496	WGS	PAIRED	Illumina Genome Analyzer II
ENA	10013	SRR1946546	10013	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946546/SRR1946546.fastq.gz	5f1a0a09cf657ec924837a67be957820	884191359	23391786	WGS	PAIRED	Illumina Genome Analyzer II
ENA	10014	SRR1946547	10014	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946547/SRR1946547.fastq.gz	0d8544d58d1cdb3710526beedc4af4aa	2111650157	54599208	WGS	PAIRED	Illumina Genome Analyzer II
xwu_BAM	100001	xwu_BAM		xwu_GrENE_net	/carnegie/nobackup/scratch/xwu/GrENE_net/vcf/dedup_100001.bam				WGS	PAIRED	Illumina (xwu lab)
xwu_BAM	100002	xwu_BAM		xwu_GrENE_net	/carnegie/nobackup/scratch/xwu/GrENE_net/vcf/dedup_100002.bam				WGS	PAIRED	Illumina (xwu lab)
ENA	9977	SRR095751	ICE226	PRJNA30811	ftp.sra.ebi.ac.uk/vol1/fastq/SRR095/SRR095751/SRR095751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR095/SRR095751/SRR095751_2.fastq.gz	9fb102ed20658c67cadc191d546fd773;d153817beb5d1cc2305b744f43bd7da4	862713936	10270404	WGS	PAIRED	Illumina Genome Analyzer II
